E	d_B(GT)
-0,32786885245901587	 0,4405442433977669
-0,245901639344261	 2,6137383663250375
-0,21857923497267606	 4,7790585975024555
-0,19125683060109466	 10,546684304184282
-0,10928961748633981	 10,558495141808862
-0,054644808743169904	 28,57789641108019
-0,027322404371584952	 28,581833356955087
0,027974437343708303	 29,104772138914768
0,0657849402611852	 29,359475454677295
0,1035954431786621	 29,36492365394497
0,141405946096139	 29,37037185321259
0,17921644901361589	 10,930941431858002
0,21702695193109278	 10,936389631125621
0,24538482911920312	 9,943455314596804
0,2642900805779398	 -0,024025245565212572
0,2926479577660466	 -0,019939096114512722
0,33045846068352347	 3,2258256175867928
0,3682689636010039	 3,4805289333493192
0,4060794665184808	 4,233742482101718
0,4438899694359577	 5,4854662638438185
0,4817004723534346	 5,490914463111494
0,5195109752709115	 5,496362662379113
0,5478688524590183	 1,013856714921701
0,5667741039177585	 0,01956034857596478
0,5951319811058653	 0,27290161452157236
0,6329424840233422	 2,521645862243304
0,6707529869408191	 2,5270940615109225
0,708563489858296	 2,781797377273506
0,7369213670464045	 8,02024097311704
0,755826618505143	 8,521475305740637
0,7747318699638814	 8,524199405374475
0,7936371214226199	 8,526923505008313
0,8219949986107267	 9,278775003943679
0,8598055015282036	 10,031988552696077
0,8976160044456805	 10,037436751963696
0,925973881633789	 15,02662523131238
0,9543317588218976	 15,030711380763137
0,9921422617393745	 15,036159580030755
1,0299527646568514	 15,041607779298431
1,0583106418449582	 12,553142763800167
1,0866685190330667	 12,307973796756016
1,1150263962211753	 13,05982529569144
1,143384273409282	 15,556462610091103
1,181194776326759	 15,811165925853686
1,2190052792442359	 16,315124358111063
1,2568157821617127	 16,569827673873647
1,2946262850791914	 16,575275873141265
1,3324367879966683	 16,331468955914033
1,360794665184775	 10,60268742598214
1,3891525423728837	 10,108263342443138
1,4269630452903606	 9,864456425215906
1,4647735482078375	 6,380332993554987
1,5025840511253143	 6,385781192822662
1,530941928313423	 13,11975548763553
1,5498471797721614	 13,122479587269368
1,5687524312308998	 13,125203686903205
1,5971103084190066	 13,62780006934372
1,6349208113364835	 13,13473803562158
1,663278688524592	 11,14478325311319
1,6916365657127006	 10,650359169574074
1,7294470686301775	 10,65580736884175
1,7578049458182843	 7,668832120353727
1,7861628230063928	 7,672918269804484
1,8145207001944996	 13,659127215132742
1,8428785773826082	 14,1617235975732
1,880689080300085	 14,167171796840876
1,918499583217562	 18,409956976521755
1,9563100861350389	 18,66466029228434
1,9941205890525158	 18,919363608046808
2,0224784662406243	 24,65631743688016
2,050836343428733	 25,15891381932073
2,08864684634621	 24,665851785598534
2,1264573492636867	 24,920555101361117
2,1548152264517935	 16,69922240648026
2,183173103639902	 16,204798322941258
2,220983606557379	 15,960991405713969
2,2493414837454875	 3,7515768469148156
2,2776993609335943	 3,2571527633758137
2,306057238121703	 4,258259378806088
2,3249624895804413	 14,729698371225538
2,3438677410391797	 14,732422470859376
2,362772992497918	 14,735146570493214
2,3911308696860267	 14,988487836438821
2,4289413726035036	 16,24021161818098
2,4667518755209805	 16,245659817448598
2,4951097527090873	 16,249745966899354
2,523467629897196	 16,25383211635011
2,5518255070853026	 4,792182907035567
2,580183384273411	 5,0455241729812315
2,6085412614615198	 16,266090564702267
2,627446512920258	 17,26583513031568
2,655804390108365	 17,269921279766436
2,693614893025842	 17,275369479034055
2,731425395943319	 17,031562561806822
2,7692358988607975	 16,289245411589775
2,7975937760489042	 17,290352027020106
2,8164990275076427	 31,74987288335791
2,8448569046957513	 32,25246926579837
2,882667407613228	 32,25791746506604
2,920477910530705	 32,014110547838754
2,9488357877188136	 27,780859716876307
2,9771936649069204	 27,784945866327064
3,0150041678243973	 27,541138949099775
3,052814670741874	 22,561484818469523
3,090625173659351	 21,819167668252476
3,1189830508474596	 21,823253817703232
3,137888302306198	 21,82597791733707
3,1567935537649365	 15,84657922109335
3,185151430953045	 16,099920487039014
3,222961933870522	 37,042798471877916
3,260772436787999	 37,29750178764044
3,298582939705476	 38,050715336392784
3,3363934426229527	 40,797969817104274
3,3742039455404296	 40,80341801637195
3,4120144484579065	 40,80886621563957
3,4498249513753834	 39,81729394892767
3,4876354542928603	 39,32423191520547
3,525445957210339	 44,06552732787617
3,563256460127816	 44,5694857601336
3,6010669630452927	 45,07344419239104
3,6294248402333995	 57,29103105009165
3,657782717421508	 57,2951171995424
3,695593220338985	 57,30056539881002
3,733403723256462	 62,291115927975596
3,7712142261739388	 61,79805389425346
3,8090247290914157	 61,803502093521104
3,837382606279524	 61,309078009982045
3,8562878577382627	 48,350536051881306
3,884645734926371	 48,35462220133206
3,913003612114478	 57,8304027775888
3,9413614893025866	 60,82555032497831
3,9791719922200635	 60,830998524245956
4,00752986940817	 61,33359490668647
4,026435120866909	 63,828870171269244
4,054792998055017	 64,33146655370979
4,092603500972494	 63,83840451998765
4,120961378160603	 63,84249066943838
4,139866629619341	 57,863091973194685
4,168224506807448	 57,11941277316072
4,206035009724925	 57,62337120541821
4,234392886913033	 61,366284102292354
4,262750764101142	 61,37037025174308
4,300561267018619	 61,62507356750564
4,328919144206726	 70,85159902726753
4,357277021394834	 70,85568517671825
4,395087524312311	 71,11038849248081
4,432898027229788	 78,8427453030902
4,470708530147265	 78,84819350235784
4,508519033064742	 78,85364170162549
4,546329535982219	 78,85908990089314
4,584140038899696	 78,366027867171
4,621950541817174	 78,37147606643865
4,659761044734651	 77,6291589162216
4,697571547652128	 77,38535199899437
4,725929424840235	 79,88198931339406
4,754287302028343	 80,3845856958346
4,79209780494582	 80,39003389510225
4,820455682133929	 81,39114051053255
4,848813559322036	 81,89373689297307
4,8866240622395125	 81,89918509224071
4,924434565156989	 81,90463329150836
4,952792442345098	 75,42808641209183
4,981150319533205	 74,93366232855277
5,018960822450683	 74,68985541132554
5,04731869963879	 67,96405341541407
5,075676576826899	 67,9681395648648
5,113487079744376	 67,97358776413245
5,1418449569324824	 62,49406135069549
5,170202834120591	 61,99963726715643
5,208013337038068	 62,503595699413864
5,245823839955545	 62,50904389868151
5,283634342873022	 62,76374721444407
5,321444845790499	 71,24386937453818
5,3592553487079755	 71,4985726903007
5,397065851625454	 71,75327600606326
5,425423728813561	 79,48427076685576
5,4537816060016695	 79,9868671492963
5,491592108919146	 80,24157046505883
5,529402611836623	 87,72467215917337
5,5672131147541	 87,97937547493589
5,605023617671577	 87,73556855770866
5,633381494859686	 81,50827679478698
5,661739372047792	 80,01683224526835
5,699549874965269	 80,27153556103087
5,727907752153378	 91,49210195275194
5,7562656293414864	 91,49618810220267
5,794076132258963	 91,75089141796522
5,82243400944707	 103,96847827566583
5,841339260905809	 125,40714239386071
5,869697138093917	 125,41122854331144
5,907507641011394	 125,66593185907396
5,935865518199503	 128,91033452295835
5,964223395387609	 128,9144206724091
6,002033898305086	 129,16912398817163
6,030391775493195	 130,41948572009684
6,058749652681302	 137,90122536439443
6,0965601555987785	 137,90667356366208
6,134370658516257	 137,41361152993994
6,162728535704364	 130,43855441753362
6,1910864128924725	 129,44562010100478
6,228896915809949	 129,9495785332622
6,266707418727426	 130,20428184902474
6,304517921644903	 130,20973004829239
6,34232842456238	 129,71666801457025
6,370686301750489	 124,98490695061795
6,3990441789385955	 124,98899310006868
6,427402056126704	 127,98414064745819
6,455759933314811	 129,7330126123732
6,4935704362322895	 129,98771592813574
6,531380939149766	 129,74390901090848
6,559738816337873	 119,5285353840685
6,588096693525982	 118,53560106753966
6,625907196443459	 118,5410492668073
6,6637176993609355	 116,80171165061068
6,701528202278412	 116,30864961688854
6,729886079466521	 124,53815461067083
6,758243956654628	 124,54224076012156
6,796054459572105	 124,5476889593892
6,8338649624895815	 124,55313715865685
6,87167546540706	 109,85253348472565
6,909485968324537	 110,35649191698309
6,937843845512644	 114,09940481385729
6,966201722700752	 114,10349096330802
7,004012225618229	 114,10893916257567
7,041822728535706	 113,8651322453484
7,079633231453183	 113,37207021162627
7,11744373437066	 113,12826329439903
7,155254237288137	 113,13371149366668
7,193064740205614	 113,38841480942921
7,221422617393722	 116,1343072403238
7,249780494581831	 116,63690362276435
7,287590997499308	 116,642351822032
7,325401500416785	 116,64780002129964
7,363212003334262	 116,90250333706217
7,4010225062517385	 117,15720665282473
7,438833009169215	 121,64924694900049
7,476643512086692	 121,65469514826813
7,514454015004169	 121,16163311454599
7,552264517921646	 107,45804990659437
7,590075020839123	 107,21424298936714
7,618432898027232	 118,68406449758305
7,64679077521534	 119,68517111301338
7,684601278132817	 119,69061931228103
7,722411781050294	 119,44681239505377
7,750769658238401	 116,2105820300709
7,769674909697139	 115,71479589671489
7,798032786885248	 115,46962692967074
7,835843289802725	 114,9765648959486
7,864201166990833	 108,25076290003716
7,89255904417894	 108,5041041659828
7,9209169213670485	 109,754465897908
7,949274798555155	 110,25706228034855
7,987085301472634	 110,2625104796162
8,01544317866074	 114,75318872597504
8,04380105584885	 115,25578510841555
8,072158933036956	 115,25987125786628
8,091064184495695	 115,7611055904899
8,109969435954433	 119,75191155404207
8,128874687413171	 120,75165611965548
8,15723256460128	 120,75574226910621
8,195043067518757	 120,76119046837385
8,232853570436234	 121,26514890063129
8,27066407335371	 121,51985221639384
8,308474576271188	 122,02381064865128
8,346285079188666	 123,7740446633832
8,384095582106143	 123,77949286265084
8,42190608502362	 123,53568594542358
8,450263962211727	 114,815843017553
8,478621839399835	 114,32141893401393
8,506979716587942	 115,32252554944424
8,52588496804668	 116,32227011505768
8,55424284523479	 116,3263562645084
8,592053348152266	 116,58105958027093
8,620411225340375	 123,81354410807364
8,648769102528481	 124,31614049051419
8,686579605445958	 124,32158868978183
8,714937482634067	 131,30481810108964
8,743295359822174	 131,80741448353015
8,78110586273965	 132,31137291578762
8,809463739927759	 133,8109897642077
8,828368991386498	 139,79583665971904
8,856726868574606	 140,04917792566465
8,894537371492083	 140,3038812414272
8,922895248680192	 141,30498785685754
8,941800500138928	 147,78834498535863
8,970158377327037	 147,79243113480936
9,007968880244515	 148,5456446835617
9,036326757432622	 155,77812921136444
9,064684634620729	 156,28072559380496
9,102495137538206	 156,2861737930726
9,130853014726314	 163,2694032043804
9,159210891914423	 163,77199958682093
9,1970213948319	 164,02670290258348
9,234831897749377	 171,50980459669802
9,272642400666854	 171,76450791246057
9,31045290358433	 172,0192112282231
9,348263406501808	 174,7664657089346
9,386073909419284	 174,77191390820224
9,423884412336761	 174,77736210746988
9,461694915254238	 174,78281030673753
9,499505418171715	 174,78825850600518
9,537315921089192	 174,79370670527283
9,57512642400667	 174,5498997880456
9,612936926924148	 174,55534798731324
9,641294804112256	 186,27442461202406
9,669652681300363	 186,77702099446458
9,70746318421784	 186,78246919373223
9,745273687135317	 186,538662276505
9,773631564323425	 179,31435004760377
9,801989441511534	 178,8199259640647
9,83034731869964	 185,30464514238272
9,849252570158379	 187,3014101739757
9,877610447346488	 187,30549632342644
9,915420950263965	 187,560199639189
9,943778827452071	 210,74501162266503
9,97213670464018	 211,24760800510555
10,009947207557657	 211,2530562043732
10,047757710475134	 211,25850440364084
10,08556821339261	 197,05641096269943
10,12337871631009	 196,8126040454722
10,161189219227566	 196,56879712824494
10,189547096415673	 188,84597466635392
10,21790497360378	 188,85006081580462
10,255715476521257	 188,6062538985774
10,284073353709365	 186,86555423256388
10,312431230897474	 186,8696403820146
10,34078910808558	 194,84989025930201
10,369146985273689	 195,35248664174253
10,406957488191166	 195,35793484101018
10,435315365379275	 199,84861308736902
10,454220616838011	 215,80366464267618
10,48257849402612	 216,30626102511673
10,520388996943598	 216,31170922438434
10,548746874131705	 226,7845102666207
10,577104751319812	 226,78859641607147
10,614915254237289	 226,7940446153391
10,652725757154766	 226,79949281460677
10,690536260072244	 213,09590960665514
10,728346762989721	 212,85210268942788
10,766157265907198	 212,60829577220062
10,794515143095307	 206,38100400927897
10,822873020283414	 206,6343452752246
10,85123089747152	 229,32064702571085
10,87958877465963	 229,32473317516158
10,926851903306476	 229,83005365723594
10,945757154765214	 233,8208596207881
10,964662406223953	 242,29825768124837
10,993020283412061	 242,3023438306991
11,030830786329538	 242,55704714646166
11,068641289247015	 243,310260695214
11,106451792164492	 243,31570889448165
11,144262295081969	 243,3211570937493
11,172620172270076	 242,32822277722045
11,191525423728816	 231,36372175107886
11,219883300916923	 231,36780790052958
11,248241178105031	 251,31230336957196
11,27659905529314	 251,31638951902272
11,314409558210617	 251,57109283478525
11,342767435398724	 254,81549549866963
11,361672686857462	 259,8033219282014
11,39003056404557	 259,8074080776521
11,427841066963047	 259,8128562769198
11,465651569880524	 259,5690493596925
11,494009447068631	 256,3328189947096
11,52236732425674	 256,33690514416037
11,560177827174217	 256,0930982269331
11,588535704362325	 236,90454040627685
11,616893581550432	 236,6593714392327
11,654704084467909	 248,62906523025535
11,692514587385386	 248,8837685460179
11,730325090302863	 249,13847186178043
11,76813559322034	 259,86189007032857
11,805946096137818	 259,86733826959625
11,843756599055295	 259,87278646886386
11,881567101972772	 259,1304693186469
11,919377604890249	 258,63740728492473
11,957188107807726	 258,39360036769745
11,985545984995834	 250,9200330223013
12,013903862183941	 249,9270987057725
12,051714365101418	 249,9325469050401
12,089524868018895	 246,19916835688434
12,127335370936372	 245,95536143965708
12,15569324812448	 245,46093735611805
12,174598499583219	 242,9711102908029
12,202956376771327	 227,2721241010752
12,231314253959436	 227,02695513403106
12,259672131147543	 227,03104128348178
12,28803000833565	 227,03512743293254
12,316387885523758	 227,03921358238327
12,344745762711867	 237,01350439162982
12,363651014170605	 238,51175919023302
12,382556265629344	 239,01299352285662
12,41091414281745	 238,76782455581247
12,448724645734927	 238,77327275508014
12,477082522923036	 231,0504502931891
12,505440400111144	 230,55602620965004
12,533798277299251	 232,55415329105995
12,552703528757991	 234,05240808966312
12,571608780216728	 234,05513218929696
12,599966657404837	 234,0592183387477
12,637777160322313	 234,06466653801533
12,666135037510422	 229,58216059055798
12,685040288969159	 222,6057414283347
12,713398166157267	 222,60982757778544
12,751208669074744	 222,3660206605582
12,779566546262853	 215,14170843165695
12,798471797721591	 215,14443253129076
12,81737704918033	 214,6486463979348
12,845734926368436	 214,65273254738554
12,874092803556545	 213,6597982308567
12,892998055015283	 193,72211301089885
12,911903306474022	 193,7248371105327
12,93080855793276	 193,72756121016653
12,949713809391499	 193,73028530980034
12,968619060850237	 167,3119670609752
12,987524312308977	 155,35044556885404
13,015882189497084	 155,35453171830477
13,053692692414561	 200,22590088665368
13,08205056960267	 200,22998703610438
13,110408446790776	 200,23407318555513
13,148218949708255	 200,23952138482278
13,176576826896362	 188,27936194251853
13,204934704084469	 188,28344809196926
13,233292581272577	 188,28753424142
13,252197832731316	 187,791748108064
13,271103084190054	 169,84810382006538
13,290008335648793	 169,85082791969919
13,318366212836901	 169,85491406914994
13,34672409002501	 169,36048998561088
