x,Curve1
0.99569,0.0279673
1.00431,0.0511596
1.02586,0.0634379
1.03879,0.0859482
1.04741,0.107776
1.05603,0.141883
1.06034,0.160982
1.06897,0.14734
1.07328,0.122783
1.07759,0.104366
1.0819,0.0832196
1.08621,0.0648022
1.09052,0.0504775
1.09914,0.0416098
1.10776,0.03206
