x,Curve1
0.99569,0.0429741
1,0.0607094
1.00431,0.0784447
1.00862,0.108458
1.01293,0.134379
1.02155,0.141883
1.02586,0.158936
1.03017,0.204638
1.03448,0.295362
1.0431,0.464529
1.04741,0.6603
1.05603,0.857435
1.06034,0.960437
1.06897,0.888813
1.07759,0.590041
1.0819,0.429059
1.08621,0.291951
1.09052,0.186221
1.10345,0.12824
1.10776,0.0777626
