x	y
4,989362932130888	 868,2391215941439
5,039224187767374	 869,6669077342926
5,07863801888719	 838,569699977174
5,086173346998837	 838,5703714776723
5,093708675110484	 838,5710429781702
5,101244003222135	 838,5717144786686
5,108779331333782	 838,5723859791669
5,1163146594454325	 838,5730574796653
5,1238499875570795	 812,1159378463981
5,131385315668727	 812,1166093468964
5,138920643780377	 812,1172808473948
5,146455971892024	 812,1179523478932
5,153991300003671	 654,6625010035432
5,161526628115322	 654,6631725040411
5,169061956226969	 654,6638440045394
5,176597284338619	 654,6645155050378
5,1841326124502665	 654,6651870055362
5,1916679405619135	 654,6658585060345
5,199203268673564	 654,6665300065329
5,206738596785211	 654,6672015070312
5,214273924896862	 654,6678730075296
5,221809253008509	 654,6685445080279
5,229344581120156	 630,147360811377
5,236879909231806	 630,1480323118753
5,244415237343453	 815,3532417487327
5,2519505654551	 815,353913249231
5,259485893566751	 815,3545847497294
5,267021221678398	 815,3552562502277
5,274556549790049	 815,3559277507261
5,282091877901696	 815,3565992512245
5,289627206013343	 815,3572707517228
5,297162534124993	 815,3579422522207
5,30469786223664	 815,3586137527191
5,312233190348291	 815,3592852532174
5,319768518459938	 817,941204669205
5,327303846571585	 817,9418761697034
5,3348391746832355	 817,9425476702017
5,342374502794883	 817,9432191707001
5,34990983090653	 817,9438906711985
5,35744515901818	 817,9445621716968
5,364980487129827	 899,2545430101081
5,372515815241478	 899,2552145106065
5,380051143353125	 899,2558860111048
5,387586471464772	 899,2565575116032
5,3951217995764225	 985,729034180994
5,4026571276880695	 985,7297056814923
5,41019245579972	 985,7303771819907
5,417727783911367	 1030,2575752246794
5,425263112023014	 1030,2582467251777
5,432798440134665	 1030,2589182256756
5,440333768246312	 1030,259589726174
5,447869096357962	 1030,2602612266724
5,455404424469609	 1030,2609327271707
5,462939752581256	 1030,261604227669
5,470475080692907	 1030,2622757281674
5,478010408804554	 1030,2629472286658
5,485545736916201	 1030,2636187291641
5,493081065027852	 1030,2642902296625
5,500616393139499	 1030,2649617301608
5,508151721251149	 1030,2656332306588
5,515687049362796	 1030,266304731157
5,523222377474443	 873,4561653656797
5,530757705586094	 873,456836866178
5,538293033697741	 873,4575083666764
5,5458283618093915	 873,4581798671747
5,553363689921039	 873,4588513676731
5,560899018032686	 873,4595228681715
5,568434346144336	 873,4601943686698
5,575969674255983	 873,4608658691677
5,58350500236763	 873,4615373696661
5,591040330479281	 873,4622088701644
5,598575658590928	 893,4675517157048
5,6061109867025785	 893,4682232162031
5,6136463148142255	 951,5469728152111
5,6211816429258725	 951,5476443157095
5,628716971037523	 951,5483158162078
5,63625229914917	 951,5489873167062
5,643787627260821	 968,9730822467573
5,651322955372468	 968,9737537472556
5,658858283484115	 968,974425247754
5,666393611595765	 968,9750967482523
5,673928939707412	 968,9757682487507
5,681464267819059	 968,976439749249
5,68899959593071	 968,9771112497474
5,696534924042357	 968,9777827502458
5,704070252154008	 968,9784542507441
5,711605580265655	 968,979125751242
