X	Y
-0,8935323640151758	 -8,26225165562846
-0,8651851834213815	 -4,074172185429234
-0,8275144281568529	 8,490066225166629
-0,7896177989433699	 8,490066225166629
-0,7517211697298869	 8,490066225166629
-0,7138245405164039	 8,490066225166629
-0,6760032026192402	 12,678145695364947
-0,6381818647220747	 16,866225165564174
-0,600134652875953	 8,490066225166629
-0,56223802366247	 8,490066225166629
-0,524341394448987	 8,490066225166629
-0,48659534786814085	 16,866225165564174
-0,4485481360220209	 8,490066225166629
-0,4106515068085379	 8,490066225166629
-0,3727548775950549	 8,490066225166629
-0,33500883101420875	 16,866225165564174
-0,29703691048440817	 12,678145695364947
-0,2590649899546058	 8,490066225166629
-0,22131894337375968	 16,866225165564174
-0,19304705409628475	 25,24238410596081
-0,1653774953493521	 67,12317880794762
-0,12763144876850596	 75,49933774834517
-0,08041124488428864	 83,87549668874271
-0,05349459930054046	 167,63708609271634
0,026867078403649103	 172,18543046357536
0,08679217203660983	 172,18543046357536
0,10344023612868014	 79,47019867549716
0,1633653297616391	 79,47019867549716
0,19332787657811856	 79,47019867549716
0,1941612719200343	 33,112582781456695
0,23922414862217067	 26,49006622516572
0,2994585430463612	 33,618543046358354
0,3278810149564748	 33,618543046358354
0,3657023528536385	 37,80662251655758
0,4032978168018495	 54,55894039735176
0,44111915469901497	 58,74701986755099
0,479015783912498	 58,74701986755099
0,5169877044422986	 54,55894039735176
0,555260790237373	 33,618543046358354
0,5930821281345366	 37,80662251655758
0,6307528833990652	 50,370860927153444
0,6686495126125482	 50,370860927153444
0,696770819257388	 67,12317880794762
0,7155685512314935	 75,49933774834517
0,7439910231416054	 75,49933774834517
0,7818876523550884	 75,49933774834517
0,8196336989359345	 83,87549668874271
0,8575303281494175	 83,87549668874271
0,8952010834139461	 96,43973509933858
0,9330224213111133	 100,6278145695378
0,9709190505245964	 100,6278145695378
1,008890971054397	 96,43973509933858
1,0469381829005169	 88,06357615894103
1,084834812114	 88,06357615894103
1,1225055673785285	 100,6278145695378
1,1604021965920115	 100,6278145695378
1,1981482431728576	 109,00397350993444
1,2360448723863406	 109,00397350993444
1,2739415015998237	 109,00397350993444
1,3023639735099355	 109,00397350993444
1,3313134846342773	 79,6874172185444
1,369285405164078	 75,49933774834517
1,407182034377561	 75,49933774834517
1,445078663591044	 75,49933774834517
1,4829000014882094	 79,6874172185444
1,51094601681673	 100,6278145695378
1,5298943314234723	 100,6278145695378
1,5583168033335841	 100,6278145695378
1,5962887238633847	 96,43973509933858
1,634260644393187	 92,25165562914026
1,6723078562393052	 83,87549668874271
1,7102797767691076	 79,6874172185444
1,7390787052608125	 58,74701986755099
1,767425885854605	 62,93509933774931
1,8047954758538616	 92,25165562914026
1,8332179477639734	 92,25165562914026
1,86148983704145	 100,6278145695378
1,8991605923059787	 113,19205298013367
1,9369066388868248	 121,5682119205303
1,9746526854676727	 129,94437086092785
2,002698700796193	 150,88476821192125
2,0216470154029356	 150,88476821192125
2,0500694873130474	 150,88476821192125
2,0879661165265304	 150,88476821192125
2,126540367586877	 113,19205298013367
2,1645122881166774	 109,00397350993444
2,192934760026789	 109,00397350993444
2,2121842398988054	 92,25165562914026
2,2407572944415524	 83,87549668874271
2,278578632338718	 88,06357615894103
2,306323482401968	 125,75629139072953
2,3252717970087087	 125,75629139072953
2,3536942689188205	 125,75629139072953
2,3915908981323035	 125,75629139072953
2,4294875273457883	 125,75629139072953
2,4673841565592713	 125,75629139072953
2,49595721110202	 117,38013245033198
2,5152066909740327	 100,6278145695378
2,534456170846047	 83,87549668874271
2,5628033514398414	 88,06357615894103
2,6000976501227786	 121,5682119205303
2,6284448307165746	 125,75629139072953
2,6568673026266865	 125,75629139072953
2,694538057891215	 138,3205298013254
2,7228852384850093	 142,5086092715237
2,751307710395123	 142,5086092715237
2,779429017039961	 159,2609271523188
2,7979255837487926	 184,38940397351053
2,8261974730262693	 192,76556291390807
2,8640941022397524	 192,76556291390807
2,90221660540219	 180,2013245033122
2,9403391085646273	 167,63708609271634
2,9782357377781103	 167,63708609271634
3,0162829496242303	 159,2609271523188
3,0541795788377133	 159,2609271523188
3,0920762080511963	 159,2609271523188
3,1299728372646793	 159,2609271523188
3,167794175161845	 163,44900662251712
3,1952378599598212	 217,8940397350998
3,223660331869933	 217,8940397350998
3,261556961083416	 217,8940397350998
3,29900184239899	 243,02251655629243
3,336898471612473	 243,02251655629243
3,3747198095096387	 247,21059602649075
3,412541147406804	 251,39867549668998
3,450437776620287	 251,39867549668998
3,488108531884814	 263,96291390728584
3,5259298697819794	 268,15099337748416
3,5638264989954624	 268,15099337748416
3,5916466403750302	 301,6556291390734
3,610143207083862	 326,78410596026606
3,6385656789939755	 326,78410596026606
3,6764623082074586	 326,78410596026606
3,7045836148522984	 343,53642384106024
3,73300608676241	 343,53642384106024
3,770902715975893	 343,53642384106024
3,8087993451893762	 343,53642384106024
3,8376735649973988	 318,4079470198685
3,866171328223828	 314,2198675496702
3,9033150442741302	 356,1006622516561
3,941136382171294	 360,28874172185533
3,979033011384777	 360,28874172185533
4,01692964059826	 360,28874172185533
4,054826269811743	 360,28874172185533
4,092722899025226	 360,28874172185533
