,GTR,PR1,PR2,PR3,x,y
697,0.31576,0.16751,0.06959,0.06707,3.989370400654129,0.6199300000000001
698,0.31655,0.16741,0.07004,0.06733,3.9950940310711363,0.62133
699,0.31734,0.16728,0.07048,0.06758,4.000817661488144,0.6226800000000001
700,0.31813,0.16712,0.07094,0.06784,4.006541291905151,0.62403
701,0.31892,0.16693,0.07139,0.06809,4.012264922322158,0.6253299999999998
702,0.31971,0.16671,0.07185,0.06835,4.017988552739165,0.62662
703,0.3205,0.16646,0.07231,0.06861,4.0237121831561735,0.6278799999999999
704,0.32129,0.16618,0.07278,0.06887,4.029435813573181,0.6291200000000001
705,0.32209,0.16587,0.07325,0.06914,4.035159443990188,0.63035
706,0.32288,0.16553,0.07373,0.0694,4.040883074407195,0.63154
707,0.32367,0.16516,0.07421,0.06967,4.046606704824202,0.6327099999999999
708,0.32447,0.16477,0.0747,0.06993,4.05233033524121,0.6338699999999999
709,0.32526,0.16434,0.07519,0.0702,4.0580539656582175,0.6349899999999999
710,0.32606,0.16389,0.07568,0.07047,4.063777596075225,0.6360999999999999
711,0.32686,0.16342,0.07618,0.07074,4.069501226492232,0.6372
712,0.32765,0.16291,0.07668,0.07102,4.075224856909239,0.6382599999999998
713,0.32845,0.16239,0.07719,0.07129,4.080948487326247,0.63932
714,0.32925,0.16183,0.07771,0.07157,4.086672117743254,0.6403599999999999
715,0.33005,0.16125,0.07822,0.07184,4.0923957481602615,0.64136
716,0.33085,0.16065,0.07875,0.07212,4.098119378577269,0.6423700000000001
717,0.33165,0.16002,0.07927,0.0724,4.103843008994276,0.64334
718,0.33245,0.15937,0.07981,0.07269,4.109566639411284,0.6443199999999999
719,0.33325,0.1587,0.08034,0.07297,4.115290269828291,0.64526
720,0.33405,0.15801,0.08088,0.07326,4.121013900245298,0.6462
721,0.33486,0.15729,0.08143,0.07354,4.1267375306623055,0.6471199999999998
722,0.33566,0.15656,0.08199,0.07383,4.132461161079313,0.64804
723,0.33646,0.1558,0.08254,0.07412,4.138184791496321,0.6489199999999999
724,0.33727,0.15503,0.08311,0.07441,4.143908421913328,0.64982
725,0.33807,0.15424,0.08368,0.07471,4.149632052330335,0.6506999999999998
726,0.33888,0.15343,0.08425,0.075,4.155355682747342,0.6515599999999999
727,0.33969,0.1526,0.08483,0.0753,4.1610793131643495,0.65242
728,0.34049,0.15176,0.08541,0.0756,4.166802943581357,0.65326
729,0.3413,0.1509,0.086,0.0759,4.172526573998365,0.6541
730,0.34211,0.15002,0.0866,0.0762,4.178250204415372,0.65493
731,0.34292,0.14913,0.0872,0.0765,4.183973834832379,0.6557499999999999
732,0.34373,0.14823,0.08781,0.07681,4.189697465249386,0.6565799999999999
733,0.34454,0.14732,0.08843,0.07711,4.1954210956663935,0.6574
734,0.34535,0.14639,0.08905,0.07742,4.201144726083402,0.6582099999999999
735,0.34616,0.14545,0.08967,0.07773,4.206868356500409,0.65901
736,0.34698,0.1445,0.0903,0.07805,4.212591986917416,0.6598300000000001
737,0.34779,0.14354,0.09094,0.07836,4.218315617334423,0.6606299999999999
738,0.3486,0.14257,0.09159,0.07868,4.22403924775143,0.66144
739,0.34942,0.14159,0.09224,0.07899,4.229762878168438,0.66224
740,0.35023,0.14061,0.09289,0.07931,4.235486508585446,0.6630400000000001
741,0.35105,0.13961,0.09356,0.07963,4.241210139002453,0.66385
742,0.35187,0.13861,0.09423,0.07996,4.24693376941946,0.66467
743,0.35268,0.1376,0.0949,0.08028,4.252657399836467,0.66546
744,0.3535,0.13659,0.09559,0.08061,4.258381030253475,0.66629
745,0.35432,0.13557,0.09628,0.08094,4.264104660670482,0.66711
746,0.35514,0.13455,0.09697,0.08127,4.26982829108749,0.66793
747,0.35596,0.13352,0.09768,0.0816,4.275551921504497,0.6687599999999999
748,0.35678,0.13249,0.09839,0.08194,4.281275551921504,0.6695999999999999
749,0.3576,0.13145,0.09911,0.08227,4.286999182338512,0.67043
750,0.35842,0.13041,0.09983,0.08261,4.292722812755519,0.67127
751,0.35925,0.12937,0.10056,0.08295,4.298446443172526,0.6721300000000001
752,0.36007,0.12833,0.1013,0.08329,4.304170073589534,0.67299
753,0.36089,0.12729,0.10205,0.08364,4.309893704006541,0.67387
754,0.36172,0.12625,0.10281,0.08398,4.315617334423549,0.67476
755,0.36255,0.12521,0.10357,0.08433,4.321340964840556,0.6756599999999999
756,0.36337,0.12416,0.10434,0.08468,4.327064595257563,0.67655
757,0.3642,0.12312,0.10512,0.08504,4.3327882256745704,0.67748
758,0.36503,0.12208,0.1059,0.08539,4.338511856091578,0.6784000000000001
759,0.36585,0.12104,0.10669,0.08575,4.344235486508586,0.67933
760,0.36668,0.12,0.1075,0.08611,4.349959116925593,0.68029
761,0.36751,0.11897,0.10831,0.08647,4.3556827473426,0.6812600000000001
762,0.36834,0.11793,0.10912,0.08683,4.361406377759607,0.6822199999999999
763,0.36917,0.1169,0.10995,0.08719,4.3671300081766145,0.6832100000000001
764,0.37001,0.11587,0.11079,0.08756,4.372853638593622,0.68423
765,0.37084,0.11485,0.11163,0.08793,4.37857726901063,0.68525
766,0.37167,0.11383,0.11248,0.0883,4.384300899427637,0.68628
767,0.37251,0.11281,0.11334,0.08868,4.390024529844644,0.6873400000000001
768,0.37334,0.1118,0.11421,0.08905,4.395748160261651,0.6884
769,0.37418,0.11079,0.11509,0.08943,4.4014717906786585,0.6894899999999999
770,0.37501,0.10979,0.11598,0.08981,4.4071954210956665,0.69059
771,0.37585,0.10879,0.11687,0.0902,4.412919051512674,0.6917100000000002
772,0.37669,0.1078,0.11778,0.09058,4.418642681929681,0.6928500000000001
773,0.37753,0.10681,0.1187,0.09097,4.424366312346688,0.69401
774,0.37836,0.10583,0.11962,0.09136,4.430089942763695,0.6951700000000001
775,0.3792,0.10486,0.12056,0.09175,4.435813573180703,0.6963699999999999
776,0.38004,0.10389,0.1215,0.09215,4.4415372035977105,0.69758
777,0.38089,0.10293,0.12245,0.09254,4.447260834014718,0.69881
778,0.38173,0.10197,0.12342,0.09294,4.452984464431725,0.70006
779,0.38257,0.10102,0.12439,0.09334,4.458708094848732,0.7013199999999999
780,0.38341,0.10007,0.12538,0.09375,4.46443172526574,0.70261
781,0.38426,0.09914,0.12637,0.09415,4.470155355682747,0.7039199999999999
782,0.3851,0.09821,0.12737,0.09456,4.4758789860997545,0.70524
783,0.38595,0.09728,0.12839,0.09498,4.481602616516762,0.7066
784,0.3868,0.09637,0.12942,0.09539,4.487326246933769,0.70798
785,0.38764,0.09546,0.13045,0.09581,4.493049877350777,0.7093599999999999
786,0.38849,0.09456,0.1315,0.09623,4.498773507767784,0.71078
787,0.38934,0.09366,0.13256,0.09665,4.504497138184791,0.7122099999999999
788,0.39019,0.09277,0.13363,0.09707,4.5102207686017985,0.71366
789,0.39104,0.09189,0.13471,0.0975,4.515944399018806,0.7151399999999999
790,0.39189,0.09102,0.1358,0.09793,4.521668029435814,0.7166399999999999
791,0.39274,0.09016,0.13691,0.09836,4.527391659852821,0.7181700000000001
792,0.39359,0.0893,0.13802,0.0988,4.533115290269828,0.7197100000000001
793,0.39445,0.08845,0.13915,0.09923,4.538838920686835,0.7212799999999999
794,0.3953,0.08761,0.14029,0.09967,4.5445625511038426,0.72287
795,0.39616,0.08677,0.14144,0.10012,4.55028618152085,0.72449
796,0.39701,0.08594,0.1426,0.10056,4.556009811937858,0.7261099999999999
797,0.39787,0.08513,0.14378,0.10101,4.561733442354865,0.72779
798,0.39873,0.08431,0.14497,0.10146,4.567457072771872,0.7294700000000001
799,0.39958,0.08351,0.14617,0.10192,4.573180703188879,0.7311799999999999
800,0.40044,0.08271,0.14738,0.10238,4.578904333605887,0.7329100000000001
801,0.4013,0.08192,0.14861,0.10284,4.584627964022895,0.7346699999999999
802,0.40216,0.08114,0.14984,0.1033,4.590351594439902,0.73644
803,0.40302,0.08037,0.1511,0.10376,4.596075224856909,0.73825
804,0.40389,0.07961,0.15236,0.10423,4.601798855273916,0.7400899999999999
805,0.40475,0.07885,0.15364,0.1047,4.607522485690923,0.7419399999999999
806,0.40561,0.0781,0.15493,0.10518,4.6132461161079314,0.74382
807,0.40648,0.07735,0.15624,0.10566,4.618969746524939,0.74573
808,0.40734,0.07662,0.15756,0.10614,4.624693376941946,0.7476599999999999
809,0.40821,0.07589,0.15889,0.10662,4.630417007358953,0.74961
810,0.40907,0.07517,0.16024,0.10711,4.63614063777596,0.75159
811,0.40994,0.07446,0.1616,0.1076,4.641864268192968,0.7536
812,0.41081,0.07375,0.16298,0.10809,4.6475878986099755,0.75563
813,0.41168,0.07306,0.16437,0.10859,4.653311529026983,0.7576999999999999
814,0.41255,0.07237,0.16577,0.10908,4.65903515944399,0.75977
815,0.41342,0.07168,0.16719,0.10959,4.664758789860997,0.7618799999999999
816,0.41429,0.07101,0.16863,0.11009,4.670482420278005,0.7640199999999999
817,0.41516,0.07034,0.17008,0.1106,4.676206050695012,0.76618
818,0.41604,0.06968,0.17154,0.11111,4.6819296811120195,0.76837
819,0.41691,0.06902,0.17302,0.11163,4.687653311529027,0.77058
820,0.41779,0.06837,0.17452,0.11215,4.693376941946034,0.77283
821,0.41866,0.06773,0.17603,0.11267,4.699100572363042,0.77509
822,0.41954,0.0671,0.17755,0.11319,4.704824202780049,0.7773800000000001
823,0.42042,0.06647,0.1791,0.11372,4.710547833197056,0.77971
824,0.4213,0.06585,0.18065,0.11425,4.7162714636140635,0.78205
825,0.42218,0.06524,0.18223,0.11479,4.721995094031071,0.78444
826,0.42306,0.06464,0.18382,0.11533,4.727718724448079,0.7868499999999999
827,0.42394,0.06404,0.18543,0.11587,4.733442354865086,0.78928
828,0.42482,0.06344,0.18705,0.11641,4.739165985282093,0.79172
829,0.4257,0.06286,0.18869,0.11696,4.7448896156991,0.7942100000000001
830,0.42659,0.06228,0.19035,0.11752,4.7506132461161075,0.79674
831,0.42747,0.0617,0.19202,0.11807,4.756336876533115,0.7992600000000001
832,0.42836,0.06114,0.19371,0.11863,4.762060506950123,0.8018400000000002
833,0.42924,0.06058,0.19542,0.1192,4.76778413736713,0.80444
834,0.43013,0.06002,0.19715,0.11976,4.773507767784137,0.80706
835,0.43102,0.05947,0.19889,0.12034,4.779231398201144,0.80972
836,0.43191,0.05893,0.20065,0.12091,4.7849550286181515,0.8124000000000001
837,0.4328,0.05839,0.20243,0.12149,4.7906786590351595,0.81511
838,0.43369,0.05786,0.20422,0.12207,4.796402289452167,0.8178400000000001
839,0.43458,0.05734,0.20603,0.12266,4.802125919869174,0.8206100000000001
840,0.43547,0.05682,0.20786,0.12325,4.807849550286181,0.8234
841,0.43637,0.05631,0.20971,0.12384,4.813573180703188,0.82623
842,0.43726,0.0558,0.21158,0.12444,4.819296811120196,0.8290799999999999
843,0.43816,0.0553,0.21346,0.12504,4.8250204415372036,0.83196
844,0.43905,0.05481,0.21536,0.12564,4.830744071954211,0.83486
845,0.43995,0.05432,0.21729,0.12625,4.836467702371218,0.8378099999999999
846,0.44085,0.05383,0.21922,0.12687,4.842191332788225,0.8407700000000001
847,0.44175,0.05335,0.22118,0.12749,4.847914963205233,0.8437699999999999
848,0.44265,0.05288,0.22316,0.12811,4.85363859362224,0.8468
849,0.44355,0.05241,0.22515,0.12873,4.859362224039248,0.84984
850,0.44445,0.05195,0.22716,0.12936,4.865085854456255,0.8529199999999999
851,0.44535,0.05149,0.22919,0.13,4.870809484873262,0.85603
852,0.44626,0.05104,0.23124,0.13063,4.87653311529027,0.85917
853,0.44716,0.05059,0.23331,0.13128,4.882256745707277,0.86234
854,0.44807,0.05015,0.2354,0.13192,4.887980376124284,0.86554
855,0.44897,0.04971,0.2375,0.13257,4.893704006541292,0.8687499999999999
856,0.44988,0.04928,0.23963,0.13323,4.899427636958299,0.87202
857,0.45079,0.04885,0.24177,0.13389,4.905151267375307,0.8753
858,0.4517,0.04843,0.24393,0.13455,4.910874897792314,0.87861
859,0.45261,0.04801,0.24611,0.13522,4.916598528209321,0.88195
860,0.45352,0.0476,0.2483,0.1359,4.922322158626328,0.8853199999999999
861,0.45444,0.04719,0.25052,0.13657,4.928045789043336,0.8887200000000001
862,0.45535,0.04678,0.25275,0.13726,4.933769419460344,0.89214
863,0.45626,0.04638,0.255,0.13794,4.939493049877351,0.8955799999999999
864,0.45718,0.04599,0.25727,0.13863,4.945216680294358,0.89907
865,0.4581,0.0456,0.25956,0.13933,4.950940310711365,0.90259
866,0.45901,0.04521,0.26186,0.14003,4.956663941128372,0.9061099999999999
867,0.45993,0.04483,0.26419,0.14073,4.96238757154538,0.90968
868,0.46085,0.04445,0.26653,0.14144,4.968111201962388,0.9132700000000001
869,0.46177,0.04408,0.26888,0.14216,4.973834832379395,0.9168900000000001
870,0.46269,0.04371,0.27126,0.14288,4.979558462796402,0.92054
871,0.46362,0.04334,0.27365,0.1436,4.985282093213409,0.9242099999999999
872,0.46454,0.04298,0.27606,0.14433,4.991005723630416,0.9279100000000001
873,0.46546,0.04262,0.27848,0.14507,4.9967293540474245,0.93163
874,0.46639,0.04227,0.28092,0.14581,5.002452984464432,0.9353899999999999
875,0.46732,0.04192,0.28338,0.14655,5.008176614881439,0.9391700000000001
876,0.46824,0.04157,0.28585,0.1473,5.013900245298446,0.9429599999999999
877,0.46917,0.04123,0.28834,0.14805,5.019623875715453,0.94679
878,0.4701,0.04089,0.29084,0.14881,5.025347506132461,0.95064
879,0.47103,0.04056,0.29336,0.14958,5.0310711365494685,0.9545300000000001
880,0.47197,0.04023,0.29589,0.15035,5.036794766966476,0.95844
881,0.4729,0.0399,0.29844,0.15112,5.042518397383483,0.9623599999999999
882,0.47383,0.03957,0.30099,0.1519,5.04824202780049,0.9662900000000001
883,0.47477,0.03925,0.30357,0.15269,5.053965658217498,0.97028
884,0.4757,0.03894,0.30615,0.15348,5.059689288634505,0.9742700000000002
885,0.47664,0.03862,0.30875,0.15428,5.0654129190515125,0.9782900000000001
886,0.47758,0.03831,0.31135,0.15508,5.07113654946852,0.98232
887,0.47852,0.03801,0.31397,0.15589,5.076860179885527,0.98639
888,0.47946,0.0377,0.3166,0.1567,5.082583810302535,0.9904600000000002
889,0.4804,0.0374,0.31924,0.15752,5.088307440719542,0.99456
890,0.48134,0.03711,0.32189,0.15834,5.094031071136549,0.9986799999999999
891,0.48229,0.03681,0.32454,0.15917,5.0997547015535565,1.0028099999999998
892,0.48323,0.03652,0.32721,0.16001,5.105478331970564,1.00697
893,0.48418,0.03624,0.32988,0.16085,5.111201962387572,1.01115
894,0.48513,0.03595,0.33256,0.16169,5.116925592804579,1.01533
895,0.48608,0.03567,0.33524,0.16255,5.122649223221586,1.0195400000000001
896,0.48703,0.03539,0.33793,0.1634,5.128372853638593,1.02375
897,0.48798,0.03512,0.34062,0.16427,5.1340964840556005,1.02799
898,0.48893,0.03484,0.34332,0.16514,5.139820114472609,1.0322299999999998
899,0.48988,0.03457,0.34601,0.16601,5.145543744889616,1.03647
900,0.49083,0.03431,0.34871,0.1669,5.151267375306623,1.04075
901,0.49179,0.03404,0.35141,0.16778,5.15699100572363,1.04502
902,0.49275,0.03378,0.35411,0.16868,5.162714636140637,1.04932
903,0.4937,0.03352,0.35681,0.16958,5.1684382665576445,1.0536100000000002
904,0.49466,0.03327,0.35951,0.17049,5.174161896974653,1.05793
905,0.49562,0.03302,0.3622,0.1714,5.17988552739166,1.06224
906,0.49658,0.03277,0.36489,0.17232,5.185609157808667,1.06656
907,0.49754,0.03252,0.36757,0.17324,5.191332788225674,1.07087
908,0.49851,0.03227,0.37024,0.17417,5.197056418642681,1.07519
909,0.49947,0.03203,0.37291,0.17511,5.202780049059689,1.0795200000000003
910,0.50044,0.03179,0.37557,0.17606,5.208503679476697,1.08386
911,0.50141,0.03155,0.37822,0.17701,5.214227309893704,1.0881900000000002
912,0.50237,0.03132,0.38085,0.17797,5.219950940310711,1.0925099999999999
913,0.50334,0.03109,0.38348,0.17893,5.225674570727718,1.09684
914,0.50431,0.03085,0.38608,0.1799,5.231398201144726,1.10114
915,0.50528,0.03063,0.38868,0.18088,5.237121831561733,1.10547
916,0.50626,0.0304,0.39125,0.18186,5.242845461978741,1.1097700000000001
917,0.50723,0.03018,0.39381,0.18285,5.248569092395748,1.11407
918,0.50821,0.02996,0.39635,0.18385,5.254292722812755,1.1183700000000003
919,0.50918,0.02974,0.39887,0.18486,5.260016353229763,1.12265
920,0.51016,0.02952,0.40136,0.18587,5.26573998364677,1.12691
921,0.51114,0.02931,0.40383,0.18689,5.271463614063777,1.1311700000000002
922,0.51212,0.0291,0.40628,0.18791,5.277187244480785,1.13541
923,0.5131,0.02888,0.4087,0.18895,5.282910874897792,1.13963
924,0.51409,0.02868,0.41109,0.18998,5.2886345053148,1.14384
925,0.51507,0.02847,0.41345,0.19103,5.294358135731807,1.1480199999999998
926,0.51605,0.02827,0.41578,0.19209,5.300081766148814,1.15219
927,0.51704,0.02807,0.41807,0.19315,5.305805396565821,1.1563299999999999
928,0.51803,0.02787,0.42033,0.19422,5.311529026982829,1.16045
929,0.51902,0.02767,0.42256,0.19529,5.317252657399837,1.16454
930,0.52001,0.02747,0.42475,0.19637,5.322976287816844,1.1685999999999996
931,0.521,0.02728,0.42689,0.19746,5.328699918233851,1.1726299999999998
932,0.52199,0.02709,0.429,0.19856,5.334423548650858,1.17664
933,0.52299,0.0269,0.43107,0.19967,5.340147179067865,1.1806300000000003
934,0.52398,0.02671,0.43309,0.20078,5.3458708094848735,1.1845600000000003
935,0.52498,0.02652,0.43507,0.2019,5.351594439901881,1.1884700000000001
936,0.52598,0.02634,0.437,0.20303,5.357318070318888,1.1923499999999998
937,0.52698,0.02615,0.43888,0.20417,5.363041700735895,1.19618
938,0.52798,0.02597,0.44071,0.20531,5.368765331152902,1.19997
939,0.52898,0.02579,0.44249,0.20646,5.374488961569909,1.2037200000000001
940,0.52998,0.02562,0.44422,0.20762,5.3802125919869175,1.2074399999999998
941,0.53099,0.02544,0.4459,0.20879,5.385936222403925,1.21112
942,0.532,0.02527,0.44751,0.20996,5.391659852820932,1.2147400000000002
943,0.533,0.02509,0.44908,0.21115,5.397383483237939,1.21832
944,0.53401,0.02492,0.45058,0.21234,5.403107113654946,1.22185
945,0.53502,0.02475,0.45203,0.21354,5.408830744071954,1.22534
946,0.53603,0.02459,0.45341,0.21475,5.4145543744889615,1.22878
947,0.53705,0.02442,0.45474,0.21596,5.420278004905969,1.23217
948,0.53806,0.02426,0.456,0.21718,5.426001635322976,1.2355
949,0.53908,0.02409,0.45719,0.21842,5.431725265739983,1.23878
950,0.54009,0.02393,0.45832,0.21966,5.437448896156991,1.2420000000000002
951,0.54111,0.02377,0.45939,0.22091,5.443172526573998,1.2451800000000002
952,0.54213,0.02362,0.46039,0.22216,5.4488961569910055,1.2483000000000002
953,0.54315,0.02346,0.46132,0.22343,5.454619787408013,1.25136
954,0.54418,0.0233,0.46218,0.2247,5.46034341782502,1.25436
955,0.5452,0.02315,0.46297,0.22598,5.466067048242028,1.2573
956,0.54623,0.023,0.4637,0.22727,5.471790678659035,1.2602000000000002
957,0.54725,0.02285,0.46435,0.22857,5.477514309076042,1.26302
958,0.54828,0.0227,0.46493,0.22988,5.4832379394930495,1.26579
959,0.54931,0.02255,0.46543,0.2312,5.488961569910057,1.26849
960,0.55034,0.0224,0.46587,0.23252,5.494685200327065,1.2711299999999999
961,0.55137,0.02226,0.46623,0.23386,5.500408830744072,1.27372
962,0.55241,0.02211,0.46652,0.2352,5.506132461161079,1.2762399999999998
963,0.55344,0.02197,0.46673,0.23655,5.511856091578086,1.2786899999999999
964,0.55448,0.02183,0.46688,0.23791,5.5175797219950935,1.2811
965,0.55552,0.02169,0.46694,0.23928,5.523303352412102,1.28343
966,0.55656,0.02155,0.46694,0.24066,5.529026982829109,1.2857100000000004
967,0.5576,0.02141,0.46685,0.24205,5.534750613246116,1.28791
968,0.55864,0.02128,0.4667,0.24344,5.540474243663123,1.29006
969,0.55969,0.02114,0.46647,0.24485,5.54619787408013,1.2921500000000001
970,0.56073,0.02101,0.46617,0.24626,5.551921504497138,1.29417
971,0.56178,0.02087,0.46579,0.24769,5.557645134914146,1.29613
972,0.56283,0.02074,0.46535,0.24912,5.563368765331153,1.2980400000000003
973,0.56388,0.02061,0.46483,0.25056,5.56909239574816,1.29988
974,0.56493,0.02048,0.46423,0.25201,5.574816026165167,1.30165
975,0.56599,0.02036,0.46357,0.25347,5.580539656582174,1.30339
976,0.56704,0.02023,0.46283,0.25494,5.586263286999182,1.30504
977,0.5681,0.0201,0.46203,0.25642,5.59198691741619,1.3066499999999999
978,0.56916,0.01998,0.46115,0.25791,5.597710547833197,1.3082
979,0.57022,0.01985,0.46021,0.25941,5.603434178250204,1.3096899999999998
980,0.57128,0.01973,0.4592,0.26091,5.609157808667211,1.31112
981,0.57234,0.01961,0.45812,0.26243,5.614881439084219,1.3124999999999998
982,0.5734,0.01949,0.45698,0.26395,5.620605069501226,1.3138200000000002
983,0.57447,0.01937,0.45577,0.26549,5.626328699918234,1.3151000000000002
984,0.57554,0.01925,0.4545,0.26703,5.632052330335241,1.3163200000000002
985,0.57661,0.01914,0.45316,0.26859,5.637775960752248,1.3175000000000001
986,0.57768,0.01902,0.45177,0.27015,5.643499591169256,1.31862
987,0.57875,0.0189,0.45031,0.27172,5.649223221586263,1.31968
988,0.57982,0.01879,0.44879,0.2733,5.65494685200327,1.3207
989,0.5809,0.01868,0.44722,0.27489,5.660670482420278,1.32169
990,0.58197,0.01857,0.44559,0.2765,5.666394112837285,1.32263
991,0.58305,0.01845,0.44391,0.27811,5.672117743254293,1.3235200000000003
992,0.58413,0.01834,0.44217,0.27973,5.6778413736713,1.32437
993,0.58521,0.01823,0.44038,0.28135,5.683565004088307,1.32517
994,0.5863,0.01813,0.43854,0.28299,5.689288634505314,1.32596
995,0.58738,0.01802,0.43665,0.28464,5.695012264922322,1.32669
996,0.58847,0.01791,0.43471,0.2863,5.70073589533933,1.32739
997,0.58956,0.01781,0.43272,0.28797,5.706459525756337,1.3280599999999998
998,0.59065,0.0177,0.43069,0.28964,5.712183156173344,1.3286799999999999
999,0.59174,0.0176,0.42862,0.29133,5.717906786590351,1.3292899999999999
1000,0.59283,0.0175,0.4265,0.29303,5.723630417007358,1.3298600000000003
1001,0.59393,0.01739,0.42435,0.29473,5.7293540474243665,1.3304
1002,0.59502,0.01729,0.42215,0.29645,5.735077677841374,1.33091
1003,0.59612,0.01719,0.41992,0.29817,5.740801308258381,1.3314
1004,0.59722,0.01709,0.41765,0.2999,5.746524938675388,1.33186
1005,0.59832,0.01699,0.41535,0.30165,5.752248569092395,1.33231
1006,0.59943,0.0169,0.41301,0.3034,5.757972199509403,1.3327399999999998
1007,0.60053,0.0168,0.41065,0.30516,5.7636958299264105,1.33314
1008,0.60164,0.0167,0.40825,0.30693,5.769419460343418,1.33352
1009,0.60275,0.01661,0.40583,0.30871,5.775143090760425,1.3339
1010,0.60386,0.01651,0.40338,0.3105,5.780866721177432,1.3342500000000002
1011,0.60497,0.01642,0.4009,0.3123,5.786590351594439,1.33459
1012,0.60608,0.01633,0.39841,0.31411,5.792313982011447,1.33493
1013,0.6072,0.01623,0.39588,0.31592,5.7980376124284545,1.33523
1014,0.60831,0.01614,0.39334,0.31775,5.803761242845462,1.33554
1015,0.60943,0.01605,0.39078,0.31959,5.809484873262469,1.3358500000000002
1016,0.61055,0.01596,0.3882,0.32143,5.815208503679476,1.33614
1017,0.61168,0.01587,0.38561,0.32328,5.820932134096484,1.3364400000000003
1018,0.6128,0.01578,0.38299,0.32514,5.826655764513491,1.33671
1019,0.61393,0.01569,0.38037,0.32701,5.8323793949304985,1.3370000000000002
1020,0.61505,0.01561,0.37773,0.32889,5.838103025347506,1.33728
1021,0.61618,0.01552,0.37508,0.33078,5.843826655764513,1.3375599999999999
1022,0.61731,0.01543,0.37242,0.33268,5.849550286181521,1.33784
1023,0.61845,0.01535,0.36975,0.33458,5.855273916598528,1.33813
1024,0.61958,0.01527,0.36708,0.33649,5.860997547015535,1.33842
1025,0.62072,0.01518,0.36439,0.33842,5.8667211774325425,1.3387100000000003
1026,0.62186,0.0151,0.3617,0.34034,5.87244480784955,1.3389999999999997
1027,0.623,0.01502,0.35901,0.34228,5.878168438266558,1.3393099999999998
1028,0.62414,0.01493,0.35632,0.34423,5.883892068683565,1.3396200000000003
1029,0.62528,0.01485,0.35362,0.34618,5.889615699100572,1.3399299999999998
1030,0.62643,0.01477,0.35092,0.34814,5.895339329517579,1.34026
1031,0.62758,0.01469,0.34822,0.35011,5.9010629599345865,1.3406
1032,0.62873,0.01461,0.34552,0.35209,5.906786590351595,1.34095
1033,0.62988,0.01453,0.34282,0.35407,5.912510220768602,1.3413
1034,0.63103,0.01446,0.34013,0.35606,5.918233851185609,1.34168
1035,0.63219,0.01438,0.33743,0.35806,5.923957481602616,1.34206
1036,0.63334,0.0143,0.33475,0.36007,5.929681112019623,1.3424599999999998
1037,0.6345,0.01423,0.33206,0.36208,5.935404742436631,1.34287
1038,0.63566,0.01415,0.32939,0.3641,5.941128372853639,1.3433000000000002
1039,0.63683,0.01407,0.32672,0.36612,5.946852003270646,1.34374
1040,0.63799,0.014,0.32405,0.36816,5.952575633687653,1.3442
1041,0.63916,0.01393,0.3214,0.3702,5.95829926410466,1.3446899999999997
1042,0.64033,0.01385,0.31875,0.37224,5.964022894521667,1.3451699999999998
1043,0.6415,0.01378,0.31612,0.37429,5.969746524938675,1.3456900000000003
1044,0.64267,0.01371,0.31349,0.37635,5.975470155355683,1.34622
1045,0.64384,0.01364,0.31087,0.37841,5.98119378577269,1.3467600000000002
1046,0.64502,0.01357,0.30827,0.38048,5.986917416189697,1.3473400000000002
1047,0.6462,0.01349,0.30567,0.38255,5.992641046606704,1.3479100000000002
1048,0.64738,0.01342,0.30309,0.38463,5.998364677023712,1.34852
1049,0.64856,0.01335,0.30052,0.38671,6.004088307440719,1.3491399999999998
1050,0.64974,0.01329,0.29797,0.38879,6.009811937857727,1.3497900000000003
1051,0.65093,0.01322,0.29542,0.39088,6.015535568274734,1.3504500000000002
1052,0.65212,0.01315,0.2929,0.39298,6.021259198691741,1.3511500000000003
1053,0.65331,0.01308,0.29038,0.39508,6.026982829108749,1.3518499999999996
1054,0.6545,0.01301,0.28788,0.39718,6.032706459525756,1.35257
1055,0.65569,0.01295,0.2854,0.39929,6.038430089942763,1.35333
1056,0.65689,0.01288,0.28293,0.4014,6.044153720359771,1.3541
1057,0.65809,0.01282,0.28047,0.40351,6.049877350776778,1.35489
1058,0.65929,0.01275,0.27804,0.40562,6.055600981193786,1.3557000000000001
1059,0.66049,0.01269,0.27561,0.40774,6.061324611610793,1.35653
1060,0.66169,0.01262,0.27321,0.40986,6.0670482420278,1.3573799999999998
1061,0.6629,0.01256,0.27082,0.41198,6.072771872444807,1.35826
1062,0.66411,0.0125,0.26845,0.41411,6.078495502861815,1.35917
1063,0.66532,0.01243,0.2661,0.41623,6.084219133278823,1.3600800000000002
1064,0.66653,0.01237,0.26376,0.41835,6.08994276369583,1.3610099999999998
1065,0.66775,0.01231,0.26144,0.42048,6.095666394112837,1.36198
1066,0.66896,0.01225,0.25914,0.42261,6.101390024529844,1.36296
1067,0.67018,0.01219,0.25685,0.42473,6.107113654946851,1.36395
1068,0.6714,0.01213,0.25459,0.42686,6.1128372853638595,1.36498
1069,0.67262,0.01207,0.25234,0.42898,6.118560915780867,1.36601
1070,0.67385,0.01201,0.25011,0.43111,6.124284546197874,1.3670799999999996
1071,0.67508,0.01195,0.2479,0.43323,6.130008176614881,1.3681600000000003
1072,0.6763,0.01189,0.2457,0.43535,6.135731807031888,1.3692399999999998
1073,0.67754,0.01183,0.24353,0.43747,6.141455437448896,1.3703700000000003
