,GTR,PR1,x,y
2435,0.45209,0.02479,17.049262315578893,0.47687999999999986
2436,0.45124,0.02476,17.056264066016503,0.47599999999999987
2437,0.45041,0.02473,17.063265816454113,0.47514
2438,0.44957,0.0247,17.070267566891722,0.47426999999999986
2439,0.44874,0.02467,17.077269317329332,0.4734099999999999
2440,0.4479,0.02464,17.08427106776694,0.47253999999999996
2441,0.44707,0.02461,17.09127281820455,0.47168
2442,0.44625,0.02458,17.09827456864216,0.47082999999999997
2443,0.44542,0.02455,17.10527631907977,0.4699700000000001
2444,0.4446,0.02452,17.11227806951738,0.46912
2445,0.44377,0.02449,17.119279819954986,0.4682599999999999
2446,0.44296,0.02446,17.126281570392596,0.46742000000000006
2447,0.44214,0.02443,17.133283320830206,0.46657000000000004
2448,0.44132,0.0244,17.140285071267815,0.46572
2449,0.44051,0.02437,17.147286821705425,0.46487999999999996
2450,0.4397,0.02434,17.154288572143034,0.4640399999999999
2451,0.43889,0.02431,17.161290322580644,0.46320000000000006
2452,0.43808,0.02428,17.168292073018254,0.46236
2453,0.43728,0.02425,17.175293823455863,0.4615300000000001
2454,0.43647,0.02422,17.182295573893473,0.46068999999999993
2455,0.43567,0.02419,17.189297324331083,0.45985999999999994
2456,0.43487,0.02416,17.196299074768692,0.45903000000000005
2457,0.43408,0.02413,17.203300825206302,0.45821
2458,0.43328,0.0241,17.21030257564391,0.4573799999999999
2459,0.43249,0.02407,17.21730432608152,0.45655999999999997
2460,0.4317,0.02404,17.224306076519127,0.45574000000000003
2461,0.43091,0.02401,17.231307826956737,0.4549200000000001
2462,0.43012,0.02398,17.238309577394347,0.45409999999999995
2463,0.42934,0.02395,17.245311327831956,0.45328999999999986
2464,0.42856,0.02392,17.252313078269566,0.45248
2465,0.42778,0.02389,17.259314828707176,0.45167
2466,0.427,0.02387,17.266316579144785,0.45087
2467,0.42622,0.02384,17.273318329582395,0.45006
2468,0.42545,0.02381,17.280320080020005,0.4492599999999999
2469,0.42467,0.02378,17.287321830457614,0.44845
2470,0.4239,0.02375,17.294323580895224,0.4476500000000001
2471,0.42313,0.02372,17.301325331332833,0.44684999999999997
2472,0.42236,0.02369,17.308327081770443,0.44604999999999984
2473,0.4216,0.02366,17.315328832208053,0.44526
2474,0.42084,0.02364,17.32233058264566,0.44448
2475,0.42007,0.02361,17.32933233308327,0.44367999999999996
2476,0.41932,0.02358,17.336334083520878,0.44290000000000007
2477,0.41856,0.02355,17.343335833958488,0.44211
2478,0.4178,0.02352,17.350337584396097,0.44132000000000005
2479,0.41705,0.02349,17.357339334833707,0.44053999999999993
2480,0.4163,0.02346,17.364341085271317,0.43976000000000004
2481,0.41555,0.02344,17.371342835708926,0.4389900000000001
2482,0.4148,0.02341,17.378344586146536,0.43821
2483,0.41405,0.02338,17.385346336584146,0.43743
2484,0.41331,0.02335,17.392348087021755,0.43666000000000005
2485,0.41256,0.02332,17.399349837459365,0.43587999999999993
2486,0.41182,0.0233,17.406351587896975,0.43512000000000006
2487,0.41109,0.02327,17.413353338334584,0.4343600000000001
2488,0.41035,0.02324,17.420355088772194,0.4335899999999999
2489,0.40961,0.02321,17.4273568392098,0.4328200000000001
2490,0.40888,0.02318,17.43435858964741,0.43206
2491,0.40815,0.02316,17.44136034008502,0.43130999999999986
2492,0.40742,0.02313,17.44836209052263,0.43055
2493,0.40669,0.0231,17.45536384096024,0.4297900000000001
2494,0.40596,0.02307,17.462365591397848,0.4290299999999999
2495,0.40524,0.02305,17.469367341835458,0.42829000000000006
2496,0.40452,0.02302,17.476369092273067,0.42754000000000003
2497,0.4038,0.02299,17.483370842710677,0.42679
2498,0.40308,0.02296,17.490372593148287,0.42603999999999986
2499,0.40236,0.02294,17.497374343585896,0.4253
2500,0.40165,0.02291,17.504376094023506,0.42455999999999994
2501,0.40093,0.02288,17.511377844461116,0.42381000000000013
2502,0.40022,0.02285,17.518379594898725,0.42306999999999995
2503,0.39951,0.02283,17.525381345336335,0.42233999999999994
2504,0.3988,0.0228,17.53238309577394,0.4216000000000001
