E [MeV],S(E) [a.u.],,76Ge,,74Ge,,Sum,
0.28705246361806,0.147087064266333,,0.0354129614995097,,0.00196171752856072,,0.0373746790280704,
0.291359442453471,0.130666178603329,,0.0356499468755954,,0.00199459713339601,,0.0376445440089914,
0.295643151756863,0.069079131292562,,0.0359458300322706,,0.00202755648466571,,0.0379733865169364,
0.29995859224028,0.0690823044105642,,0.0362957256427537,,0.00206101931490306,,0.0383567449576568,
0.304274032723698,0.0690854775285672,,0.0366911049735229,,0.00209474228254826,,0.0387858472560711,
0.30858312697111,0.0567706065608151,,0.037126480290468,,0.00212867512653288,,0.0392551554170009,
0.312892221218522,0.0444557355930639,,0.0375988792981974,,0.0021628672150661,,0.0397617465132635,
0.317211892525942,0.0526709381015689,,0.0381070311684236,,0.0021974034597551,,0.0403044346281787,
0.32152733300936,0.052674111219571,,0.0386474556292804,,0.00223216613495555,,0.040879621764236,
0.325842773492777,0.052677284337574,,0.0392194172002505,,0.00226718909322175,,0.0414866062934722,
0.330151867740189,0.0403624133698219,,0.0398212759935175,,0.00230242047200298,,0.0421236964655205,
0.334469423635608,0.0444716011830764,,0.0404547968375906,,0.00233798181013053,,0.0427927786477211,
0.338799672003037,0.0732168771678383,,0.0411208464726139,,0.00237391021291361,,0.0434947566855275,
0.343136266606471,0.114280197238354,,0.041818983939603,,0.00241015515814361,,0.0442291390977466,
0.34749189991792,0.192297649566133,,0.0425521487214173,,0.00244682551079506,,0.0449989742322124,
0.351822148285349,0.221042925550894,,0.0433136783611855,,0.00248354719630688,,0.0457972255574924,
0.356154512064779,0.253894216230909,,0.0441092850981474,,0.002520551852291,,0.0466298369504384,
0.360482645020207,0.278533477520419,,0.0449391661471509,,0.00255778568591357,,0.0474969518330645,
0.364798085503624,0.278536650638422,,0.0458031261539098,,0.00259517499637238,,0.0483983011502822,
0.369113525987041,0.278539823756424,,0.0467054342738122,,0.00263282926966649,,0.0493382635434787,
0.373422620234453,0.266224952788673,,0.0476468348476212,,0.00267069326489542,,0.0503175281125166,
0.377706329537845,0.204637905477904,,0.0486251412936885,,0.00270859750663512,,0.0513337388003236,
0.382002731313247,0.167686946338645,,0.0496515909228374,,0.00274687851714632,,0.0523984694399837,
0.386307594736656,0.147160045980391,,0.0507285907909949,,0.00278550134672451,,0.0535140921377194,
0.390599765688055,0.101997057450627,,0.0518542279545604,,0.00282427661778708,,0.0546785045723475,
0.394908859935467,0.0896821864828761,,0.0530402369074366,,0.00286347309828503,,0.0559037100057216,
0.399224300418885,0.0896853596008782,,0.0542885452163695,,0.00290299759374959,,0.0571915428101191,
0.403531279254295,0.0732644739378765,,0.0555997396672392,,0.00294271512852542,,0.0585424547957646,
0.407840373501707,0.0609496029701244,,0.056982414850615,,0.00298272349141452,,0.0599651383420295,
0.412151583161121,0.0527407466976237,,0.0584428873296016,,0.00302302392985794,,0.0614659112594596,
0.416467023644538,0.0527439198156268,,0.0599890615645604,,0.00306363766503011,,0.0630526992295905,
0.420786694951959,0.0609591223241317,,0.0616291338289882,,0.0031045663413696,,0.0647337001703578,
0.425108481671381,0.0732803395278889,,0.0633715236161482,,0.00314579135098869,,0.0665173149671369,
0.429423922154798,0.0732835126458911,,0.0652228919114422,,0.00318723238654279,,0.068410124297985,
0.433762632170234,0.118452847411659,,0.0672083482659096,,0.00322917627915789,,0.0704375245450675,
0.438109803833676,0.180046240958432,,0.0693360106607754,,0.00327148373372782,,0.0726074943945032,
0.442461206321122,0.249851663895707,,0.0716200220575364,,0.00331411557939993,,0.0749341376369363,
0.446829532104581,0.352505204394994,,0.0740863122882815,,0.00335719898674633,,0.0774435112750278,
0.451240166128074,0.537279038799308,,0.0767742101309235,,0.00340099089289994,,0.0801752010238235,
0.455661377211575,0.74258294667988,,0.0796932586830865,,0.00344518221741549,,0.083138440900502,
0.460118550299104,1.01768910437972,,0.0828940106546288,,0.00349003205385565,,0.0863840427084844,
0.464433990782521,1.01769227749773,,0.0862735328975678,,0.00353374245560356,,0.0898072753531714,
0.468812893625989,1.14087589147327,,0.090024903998147,,0.0035783846141382,,0.0936032886122852,
0.473151603641424,1.18604522623904,,0.0941086935258823,,0.00362290464284954,,0.0977315981687318,
0.477471274948845,1.19426042874754,,0.0985925968629283,,0.00366751425310331,,0.102260111116032,
0.481786715432262,1.19426360186555,,0.103554473020314,,0.00371236454788504,,0.1072668375682,
0.486150810391718,1.28870511297433,,0.109143788775832,,0.00375801002510448,,0.112901798800936,
0.490466250875135,1.28870828609233,,0.115333767852347,,0.00380343331473613,,0.119137201167084,
0.494898039018644,1.51454226744916,,0.122502605822874,,0.00385037838159851,,0.126352984204472,
0.499213479502062,1.51454544056716,,0.130425537653915,,0.00389638068147334,,0.134321918335388,
0.503471803861434,1.40368621691338,,0.139337959762155,,0.00394205461206356,,0.143280014374218,
0.507732243632807,1.29693300795485,,0.149569801649502,,0.00398803032480136,,0.153557831974304,
0.511914413160119,1.03825725527201,,0.161171901625764,,0.00403343314495625,,0.165205334770721,
0.516229853643536,1.03826042839001,,0.175138065184751,,0.00408056523376313,,0.179218630418514,
0.520403561522841,0.763160616926174,,0.191044425957438,,0.00412642242284186,,0.195170848380279,
0.524573038578143,0.479848776071832,,0.209903760137348,,0.00417250136893342,,0.214076261506281,
0.528839824585521,0.385413611199053,,0.233130159593889,,0.00421993340932405,,0.237350093003213,
0.533129880124918,0.336144607974039,,0.261698933077918,,0.00426790741478084,,0.265966840492699,
0.537434743548327,0.315617707615785,,0.297363410810034,,0.00431633261434569,,0.30167974342438,
0.541741722383738,0.299196821952782,,0.342598256813828,,0.00436506796405703,,0.346963324777885,
0.546055047455153,0.295093980375533,,0.401289148816439,,0.00441416220488004,,0.405703311021319,
0.550370487938571,0.295097153493535,,0.479338915584069,,0.00446356802587119,,0.48380248360994,
0.554685928421988,0.295100326611538,,0.586290917980318,,0.00451326139624386,,0.590804179376562,
0.558959060665372,0.212983205824512,,0.736583288413332,,0.00456275086671645,,0.741146039280049,
0.563255462440774,0.176032246685254,,0.960829638746002,,0.00461279397076258,,0.965442432716764,
0.567541287156167,0.118551214069736,,1.31251118787069,,0.00466299764975433,,1.31717418552044,
0.571841919755573,0.0898122843209785,,1.910138664021,,0.0047136595784586,,1.91485232359946,
0.57615736023899,0.0898154574389816,,3.03078432376053,,0.00476478258352596,,3.03554910634406,
0.580462223662399,0.0692885570807276,,5.38192024147562,,0.00481606622659114,,5.38673630770221,
0.584771317909811,0.0569736861129764,,10.7217076703066,,0.00486768612963288,,10.7265753564362,
0.589078296745222,0.0405528004499729,,18.3806845127717,,0.00491956631440282,,18.3856040790861,
0.593389506404636,0.0323439441774731,,14.2803260213836,,0.0049717832570001,,14.2852978046406,
0.597711293124058,0.0446651613812294,,7.14209570800581,,0.00502441510456553,,7.14712012311037,
0.602035195255482,0.0610923932802372,,3.80718421954685,,0.00507735986948592,,3.81226157941634,
0.606367559034912,0.0939436839602505,,2.29854015146923,,0.00513069609881124,,2.30367084756804,
0.610695691990339,0.118582945249761,,1.53362786896052,,0.00518426773127418,,1.5388121366918,
0.615034402005775,0.16375228001553,,1.10087053382304,,0.00523825845066505,,1.10610879227371,
0.619349842489192,0.163755453133532,,0.837067080202243,,0.00529224556873675,,0.842359325770979,
0.62366528297261,0.163758626251535,,0.664861665751203,,0.00534651763559908,,0.670208183386802,
0.627987069692032,0.176079843455291,,0.546913563984562,,0.00540115483952233,,0.552314718824085,
0.632302510175449,0.176083016573293,,0.463430407301674,,0.00545599646123563,,0.46888640376291,
0.636617950658866,0.176086189691296,,0.402619049675809,,0.00551112226021533,,0.408130171936024,
0.640922814082275,0.155559289333041,,0.357547212507544,,0.00556639581520376,,0.363113608322748,
0.645231908329687,0.14324441836529,,0.323601385429327,,0.00562200636229887,,0.329223391791626,
0.649528310105089,0.10629345922603,,0.298006710311457,,0.00567773439764025,,0.303684444709098,
0.653839519764503,0.0980846029535298,,0.278673134775384,,0.00573393655860471,,0.284407071333989,
0.658150729423917,0.0898757466810292,,0.264386588110005,,0.00579042098299194,,0.270177009092997,
0.662455592847326,0.0693488463227752,,0.254268024165476,,0.00584710362342839,,0.260115127788904,
0.66676680250674,0.0611399900502754,,0.247699258865302,,0.00590415132398258,,0.253603410189284,
0.671082242990157,0.0611431631682775,,0.244336328508251,,0.00596153684844679,,0.250297865356698,
0.675397683473574,0.0611463362862805,,0.244015214232645,,0.00601920406945165,,0.250034418302096,
0.679706777720986,0.0488314653185284,,0.246728973740564,,0.00607706728008207,,0.252806041020647,
0.684022218204404,0.0488346384365315,,0.252659037498009,,0.00613529663550157,,0.25879433413351,
0.688335543275819,0.0447317968592822,,0.262170192414084,,0.00619377809269209,,0.268363970506776,
0.692650983759236,0.0447349699772843,,0.275893156196015,,0.00625256873389289,,0.282145724929908,
0.69696219341865,0.0365261137047845,,0.294763032125242,,0.00631158161668293,,0.301074613741925,
0.701279749314069,0.0406353015180381,,0.320278358287172,,0.006370961449517,,0.326649319736689,
0.705595189797486,0.0406384746360411,,0.354585604679297,,0.00643059199229976,,0.361016196671597,
0.709914861104907,0.048853677144546,,0.401100123397781,,0.00649056086575743,,0.407590684263538,
0.714234532412327,0.0570688796530519,,0.465075887983961,,0.00655080946989803,,0.471626697453859,
0.718549972895745,0.057072052771054,,0.55498192490424,,0.00661127811060547,,0.561593203014846,
0.722895029147185,0.114559431622575,,0.686353396582778,,0.00667244324363607,,0.693025839826414,
0.727210469630603,0.114562604740578,,0.882831481407792,,0.00673347079785864,,0.889564952205651,
0.731559756706047,0.180262012982602,,1.19411215390226,,0.00679525837558969,,1.20090741227785,
0.735894235897479,0.217219318357867,,1.70221991062807,,0.00685711635049004,,1.70907702697856,
0.740209676380896,0.217222491475869,,2.53739810804563,,0.00691898079522573,,2.54431708884086,
0.744525116864313,0.217225664593872,,3.76504697992264,,0.00698112253801097,,3.77202810246065,
0.748819403227714,0.176168690759361,,4.79396346257011,,0.0070432346676938,,4.80100669723781,
0.753128497475126,0.163853819791609,,4.43619527076341,,0.00710583646734226,,4.44330110723076,
0.75746509207856,0.204917139862125,,3.16136251538466,,0.00716911613978548,,3.16853163152445,
0.761795340445989,0.233662415846887,,2.09895498944093,,0.00723258157400581,,2.10618757101494,
0.766110780929406,0.23366558896489,,1.43479041218047,,0.00729610646084703,,1.44208651864132,
0.770426221412823,0.233668762082893,,1.03305423512341,,0.00735990710243484,,1.04041414222584,
0.774735315660235,0.221353891115141,,0.782928559671469,,0.00742388881571375,,0.790352448487183,
0.779052871555654,0.225463078928395,,0.619743493097041,,0.00748827142198884,,0.62723176451903,
0.783368312039071,0.225466252046397,,0.50906852179192,,0.00755289755685716,,0.516621419348777,
0.787683752522489,0.2254694251644,,0.431200006828467,,0.00761779845074882,,0.438817805279215,
0.791956884765872,0.143352304377375,,0.375202771944641,,0.00768233355202985,,0.382885105496671,
0.796263863601283,0.126931418714372,,0.33316391758168,,0.00774765194579685,,0.340911569527477,
0.800560265376685,0.0899804595751119,,0.301315737125506,,0.00781308188256626,,0.309128819008072,
0.804865128800094,0.0694535592168588,,0.276677593246529,,0.00787891286260658,,0.284556506109136,
0.809172107635504,0.0530326735538553,,0.257404618682533,,0.00794504860265743,,0.26534966728519,
0.813483317294918,0.0448238172813547,,0.242177552076435,,0.00801152194986204,,0.250189074026297,
0.817796642366334,0.0407209757041063,,0.230076785883623,,0.0080783006516714,,0.238155086535294,
0.822114198261753,0.0448301635173598,,0.220426206189588,,0.00814541782352006,,0.228571624013108,
0.826450792865187,0.085893483587876,,0.212710852496751,,0.00821310562825018,,0.220923958125001,
0.830800079940631,0.151592891829901,,0.206585995394214,,0.00828126779031449,,0.214867263184528,
0.835115520424048,0.151596064947904,,0.201822712176576,,0.00834917270009027,,0.210171884876667,
0.83950076950352,0.287097723009201,,0.198101681839053,,0.00841845459390936,,0.206520136432962,
0.843915634351016,0.480083586804017,,0.195320452955542,,0.00848848774360544,,0.203808940699147,
0.848313575902499,0.640221333036824,,0.193376091932764,,0.00855853487324402,,0.201934626806008,
0.852789787698043,0.952281622993931,,0.192134055922855,,0.0086301178410076,,0.200764173763863,
0.857175036777516,1.08778328105523,,0.191554240804504,,0.0087005288236971,,0.200254769628201,
0.861496823496938,1.10010449825899,,0.191536261048959,,0.00877019432895034,,0.200306455377909,
0.865822841040364,1.12063774485325,,0.192019754556742,,0.00884019970047581,,0.200859954257217,
0.870138281523781,1.12064091797125,,0.192964410119022,,0.00891030448295269,,0.201874714601975,
0.874453722007198,1.12064409108925,,0.194342141212699,,0.0089806792775968,,0.203322820490296,
0.878629545298505,0.849650294320662,,0.196067433484378,,0.00904903407468702,,0.205116467559065,
0.882769406585783,0.5088542477328,,0.198144828486573,,0.00911704935414088,,0.207261877840714,
0.8870848470692,0.508857420850803,,0.200689793540992,,0.009188213147736,,0.209878006688728,
0.891336825192567,0.385680153111264,,0.203571176578986,,0.00925859362302507,,0.212829770202012,
0.895582457079929,0.250184841285972,,0.206817630394897,,0.00932912950835679,,0.216146759903253,
0.899891551327341,0.237869970318219,,0.210493070426741,,0.00940098564482397,,0.219894056071564,
0.904206991810758,0.237873143436222,,0.214564936454389,,0.0094732158501316,,0.224038152304521,
0.908528778530181,0.250194360639979,,0.21904563475626,,0.00954582108174855,,0.228591455838009,
0.912899219725641,0.356953915834517,,0.224001497287114,,0.00961951703090075,,0.233621014318015,
0.917286584217116,0.496561588591066,,0.229425107091782,,0.00969377457161454,,0.239118881663396,
0.921657025412576,0.603321143785604,,0.235297736920678,,0.00976802060535753,,0.245065757526036,
0.926027466608037,0.710080698980144,,0.241666851727315,,0.00984254079995649,,0.251509392527272,
0.930342907091454,0.710083872098146,,0.248474337666273,,0.00991639196035253,,0.258390729626626,
0.934698540402903,0.788101324425924,,0.255904281505339,,0.00999120154399568,,0.265895483049334,
0.939013980886321,0.788104497543927,,0.263861103830959,,0.0100655886744183,,0.273926692505377,
0.943329421369738,0.788107670661929,,0.272457971334858,,0.0101402422146369,,0.282598213549495,
0.947627938557142,0.755262726217921,,0.281710967432017,,0.0102148676220788,,0.291925835054095,
0.951877801268507,0.62797944378313,,0.291595680109439,,0.0102889077789861,,0.301884587888425,
0.95612554856787,0.496590146653089,,0.30227430905272,,0.0103631686305509,,0.312637477683271,
0.960396565399252,0.410367011170813,,0.313893592177477,,0.010438095685154,,0.324331687862631,
0.964629504814604,0.250235611174011,,0.326368758004237,,0.0105126111732495,,0.336881369177487,
0.968932252826011,0.225602696120506,,0.340130129168427,,0.0105886169762802,,0.350718746144708,
0.973228654601414,0.188651736981246,,0.355075355952532,,0.0106647734464717,,0.365740129399004,
0.977527171788817,0.155806792537238,,0.371367503660965,,0.0107412299754836,,0.382108733636448,
0.981842612272235,0.15580996565524,,0.389228859468399,,0.010818251485793,,0.400047110954192,
0.986174976051665,0.188661256335254,,0.408861064892459,,0.0108958408807387,,0.419756905773198,
0.990490416535083,0.188664429453256,,0.430323779679858,,0.0109733917875164,,0.441297171467374,
0.99483124196252,0.237939778914274,,0.454083729679543,,0.0110516650831896,,0.465135394762732,
0.999210144805987,0.361123392889819,,0.480557834704308,,0.0111308952910171,,0.491688729995326,
1.00359116306146,0.488413021560613,,0.509919803111193,,0.0112104352496398,,0.521130238360833,
1.00796160425692,0.595172576755152,,0.542498096987305,,0.0112900535309105,,0.553788150518215,
1.01237646910441,0.788158440549969,,0.579252129305643,,0.0113707550542271,,0.59062288435987,
1.01669825582384,0.800479657753726,,0.619567148274405,,0.0114500216577833,,0.631017169932188,
1.02103273501527,0.837436963128991,,0.665016912424691,,0.0115297856930109,,0.676546698117702,
1.02540106079873,0.940090503628277,,0.716770042029328,,0.0116104405314937,,0.728380482560822,
1.02971650128214,0.94009367674628,,0.774799425531645,,0.0116903828671433,,0.786489808398789,
1.03417367436967,1.21519983444612,,0.843282214794642,,0.0117732259810088,,0.855055440775651,
1.03877046464931,1.76130296203256,,0.924817704623328,,0.0118589568357522,,0.936676661459081,
1.04361052730915,2.7795977795729,,1.02523990437609,,0.0119495458205305,,1.03718945019662,
1.04853520644905,3.9621331849233,,1.14638855081992,,0.0120420563266353,,1.15843060714656,
1.05285064693246,3.9621363580413,,1.27208882622024,,0.0121234021602012,,1.28421222838044,
1.05777744148436,5.14877777808695,,1.44363986475149,,0.0122165914448912,,1.45585645619638,
1.06241019376803,5.76468315549266,,1.63942494512166,,0.0123045295070144,,1.65172947462867,
1.06672563425145,5.76468632861067,,1.86012627864846,,0.012386715022006,,1.87251299367046,
1.07081895647469,5.33355795872727,,2.11277338976026,,0.0124649114866223,,2.12523830124688,
1.07479381562584,4.67249276590981,,2.40901472596972,,0.0125410694279559,,2.42155579539768,
1.07852540239679,3.53923588313843,,2.74436515433528,,0.012612767546176,,2.75697792188146,
1.08284084288021,3.53923905625643,,3.21949042403556,,0.0126959266718105,,3.23218635070737,
1.08665704613123,2.57022276129511,,3.73759930605627,,0.0127696824400494,,3.75036898849631,
1.09054728880231,1.74491698066758,,4.38356907995074,,0.0128450787529514,,4.39641415870369,
1.09453484042547,1.10848787602162,,5.19468384686047,,0.0129225805366911,,5.20760642739716,
1.09885028090889,1.10849104913963,,6.26778355686333,,0.0130067054894597,,6.28079026235279,
1.10298379596016,0.755376958466011,,7.48867012617028,,0.0130875279406516,,7.50175765411093,
1.10721673537551,0.59524555846921,,8.87857539344122,,0.0131705417470753,,8.89174593518829,
1.11146659808688,0.467962276034419,,10.2505177367559,,0.013254139151601,,10.2637718759075,
1.11576723068628,0.439223346285663,,11.3132731839173,,0.0133389919400001,,11.3266121758573,
1.1200826711697,0.439226519403666,,11.7111254258545,,0.0134243964315186,,11.724549822286,
1.12441503494913,0.472077810083678,,11.2839166577957,,0.0135103973404164,,11.2974270551361,
1.12877066826058,0.550095262411458,,10.1876067420332,,0.0135971242855788,,10.2012038663188,
1.13319187934408,0.755399170292028,,8.75456658260063,,0.0136854278201585,,8.76825201042078,
1.1376363599596,1.00586923982037,,7.31180798167025,,0.013774471153125,,7.32558245282337,
1.14216757246719,1.42468591185401,,6.01723333367273,,0.013865536049524,,6.03109886972225,
1.14648301295061,1.42468908497201,,4.99790517285274,,0.0139525310890701,,5.01185770394181,
1.15107134158224,1.95436815377744,,4.12944737931114,,0.0140453126083432,,4.14349269191948,
1.15542062865768,2.02006756201946,,3.47794787833954,,0.0141335319883184,,3.49208141032786,
1.15982280103317,2.18841733764277,,2.9537909553601,,0.0142230933188906,,2.96801404867899,
1.16413824151659,2.18842051076078,,2.54321896927996,,0.0143111531363664,,2.55753012241633,
1.168453682,2.18842368387878,,2.21210105976385,,0.0143994734943955,,2.22650053325824,
1.17254700422325,1.75729531399539,,1.95549502843523,,0.0144834888527278,,1.96997851728796,
1.17668898092253,1.42060528210278,,1.74079322112363,,0.0145687417227182,,1.75536196284635,
1.18078441855777,0.993582926914636,,1.56399452807714,,0.0146532731067088,,1.57864780118385,
1.1849877422051,0.775967321184315,,1.41200711389365,,0.0147402759240252,,1.42674738981768,
1.18919952750043,0.574775774235001,,1.28393470172093,,0.0148277026405051,,1.29876240436144,
1.19343035150378,0.410538359542948,,1.17515675750109,,0.0149157754756853,,1.19007253297677,
1.1977457919872,0.410541532660951,,1.08103084286291,,0.0150058691026842,,1.09603671196559,
1.2020421937626,0.373590573521691,,1.00127134915187,,0.0150958257089659,,1.01636717486083,
1.206336480126,0.332533599687179,,0.933138967908216,,0.0151859980096779,,0.948324965917894,
1.21069634426145,0.418763081405461,,0.873923362592019,,0.0152778135677771,,0.889201176159796,
1.21509217040094,0.574794812943016,,0.822820018136795,,0.0153706584187028,,0.838190676555498,
1.21956203596047,0.874537058814369,,0.778408703686551,,0.0154653474976019,,0.793874051184153,
1.224008631988,1.12911314303796,,0.740729988981278,,0.0155598246571556,,0.756289813638434,
1.22838118859546,1.23997871292775,,0.709175610637784,,0.0156530024888402,,0.724828613126624,
1.23269662907888,1.23998188604575,,0.682735656192406,,0.0157452298731579,,0.698480886065564,
1.23701206956229,1.23998505916375,,0.660455694657274,,0.0158377226885965,,0.67629341734587,
1.24126404768566,1.11680779142421,,0.642171546724281,,0.0159291154404966,,0.658100662164777,
1.24549064086501,0.944358347341657,,0.627290739486797,,0.0160202189940092,,0.643310958480806,
1.24970031074834,0.739060785697091,,0.615489279048582,,0.016111212459327,,0.631600491507909,
1.25392901933969,0.570717356309787,,0.606478439409689,,0.0162028739562724,,0.622681313365962,
1.25824445982311,0.57072052942779,,0.600074780309983,,0.0162966811557559,,0.616371461465739,
1.26246470676645,0.38595304125948,,0.596441956142418,,0.0163886793402663,,0.612830635482684,
1.26671880030182,0.266881788215192,,0.595355579627026,,0.0164816765357892,,0.611837256162815,
1.2709961633692,0.192976696818671,,0.596854838701204,,0.0165754475617104,,0.613430286262915,
1.27529468055661,0.160131752374662,,0.601004691943678,,0.0166699510022652,,0.617674642945943,
1.279584736096,0.110862749149648,,0.607855477352234,,0.0167645378053768,,0.624620015157611,
1.28390440740342,0.119077951658153,,0.617600750668699,,0.0168600504168307,,0.63446080108553,
1.28821984788684,0.119081124776156,,0.630350523290774,,0.0169557438317842,,0.647306267122558,
1.29255221166627,0.151932415456169,,0.646396934197004,,0.0170520893796664,,0.663449023576671,
1.29686765214969,0.151935588574172,,0.665890236581105,,0.0171483354416709,,0.683038572022776,
1.30118309263311,0.151938761692175,,0.689230061003317,,0.0172448589593577,,0.706474919962674,
