N	R_ch_exp
57,9654747225647	4,55754352030948
60,0369913686806	4,57785299806576
62,039457459926	4,59477756286267
64,0073982737361	4,60928433268859
65,9753390875463	4,6257253384913
68,0123304562269	4,64071566731141
69,980271270037	4,65280464216635
71,9827373612824	4,66441005802708
73,9852034525277	4,67504835589942
75,9531442663379	4,68471953578337
77,9901356350185	4,69342359767892
79,9580764488286	4,70116054158607
81,9950678175093	4,70841392649903
84,0320591861899	4,7321083172147
