,x,y
0,0.0,0.0
1,0.005723630417007359,0.0
2,0.011447260834014717,0.0
3,0.017170891251022075,9.999999999999999e-06
4,0.022894521668029435,3.9999999999999996e-05
5,0.028618152085036794,3.9999999999999996e-05
6,0.03434178250204415,6.000000000000002e-05
7,0.04006541291905151,9.000000000000002e-05
8,0.04578904333605887,0.00011999999999999999
9,0.05151267375306623,0.00015000000000000001
10,0.05723630417007359,0.00018
11,0.06295993458708095,0.00021999999999999995
12,0.0686835650040883,0.00026999999999999995
13,0.07440719542109567,0.00032
14,0.08013082583810302,0.00037000000000000005
15,0.08585445625511039,0.00041999999999999996
16,0.09157808667211774,0.00048
17,0.09730171708912509,0.0005400000000000001
18,0.10302534750613246,0.0005999999999999998
19,0.10874897792313981,0.00068
20,0.11447260834014718,0.00075
21,0.12019623875715453,0.0008300000000000002
22,0.1259198691741619,0.00091
23,0.13164349959116925,0.001
24,0.1373671300081766,0.00108
25,0.14309076042518395,0.0011799999999999998
26,0.14881439084219134,0.00127
27,0.1545380212591987,0.00139
28,0.16026165167620604,0.00149
29,0.1659852820932134,0.00159
30,0.17170891251022077,0.00171
31,0.17743254292722813,0.0018200000000000002
32,0.18315617334423548,0.00194
33,0.18887980376124283,0.0020700000000000007
34,0.19460343417825018,0.0022
35,0.20032706459525756,0.00233
36,0.20605069501226492,0.0024700000000000004
37,0.21177432542927227,0.0026000000000000003
38,0.21749795584627962,0.0027400000000000002
39,0.223221586263287,0.00289
40,0.22894521668029436,0.0030500000000000006
41,0.2346688470973017,0.0032000000000000006
42,0.24039247751430906,0.003360000000000001
43,0.2461161079313164,0.0035100000000000005
44,0.2518397383483238,0.0036799999999999997
45,0.25756336876533115,0.00386
46,0.2632869991823385,0.004019999999999999
47,0.26901062959934585,0.004200000000000001
48,0.2747342600163532,0.004370000000000001
49,0.28045789043336056,0.00456
50,0.2861815208503679,0.004750000000000001
51,0.2919051512673753,0.004920000000000001
52,0.29762878168438267,0.005130000000000001
53,0.30335241210139,0.0053100000000000005
54,0.3090760425183974,0.005520000000000001
55,0.31479967293540473,0.005719999999999999
56,0.3205233033524121,0.00592
57,0.32624693376941943,0.00614
58,0.3319705641864268,0.00636
59,0.33769419460343414,0.0065699999999999995
60,0.34341782502044155,0.00679
61,0.3491414554374489,0.00701
62,0.35486508585445625,0.00724
63,0.3605887162714636,0.007459999999999999
64,0.36631234668847096,0.00769
65,0.3720359771054783,0.007930000000000001
66,0.37775960752248566,0.008159999999999999
67,0.383483237939493,0.008409999999999999
68,0.38920686835650037,0.00866
69,0.3949304987735078,0.0089
70,0.40065412919051513,0.00915
71,0.4063777596075225,0.0094
72,0.41210139002452983,0.00966
73,0.4178250204415372,0.009919999999999998
74,0.42354865085854454,0.010169999999999998
75,0.4292722812755519,0.01044
76,0.43499591169255925,0.0107
77,0.4407195421095666,0.010969999999999999
78,0.446443172526574,0.011250000000000001
79,0.45216680294358136,0.011519999999999999
80,0.4578904333605887,0.0118
81,0.46361406377759606,0.01208
82,0.4693376941946034,0.012360000000000001
83,0.47506132461161077,0.012640000000000004
84,0.4807849550286181,0.01293
85,0.4865085854456255,0.013219999999999999
86,0.4922322158626328,0.0135
87,0.49795584627964024,0.01381
88,0.5036794766966476,0.014100000000000001
89,0.5094031071136549,0.014400000000000001
90,0.5151267375306623,0.014700000000000001
91,0.5208503679476696,0.015000000000000001
92,0.526573998364677,0.015300000000000003
93,0.5322976287816844,0.01561
94,0.5380212591986917,0.015920000000000004
95,0.5437448896156991,0.016229999999999998
96,0.5494685200327064,0.01654
97,0.5551921504497138,0.01686
98,0.5609157808667211,0.01717
99,0.5666394112837285,0.017499999999999998
100,0.5723630417007358,0.01781
101,0.5780866721177432,0.01814
102,0.5838103025347506,0.01846
103,0.5895339329517579,0.01879
104,0.5952575633687653,0.01912
105,0.6009811937857726,0.01946
106,0.60670482420278,0.01977
107,0.6124284546197873,0.02011
108,0.6181520850367948,0.02044
109,0.623875715453802,0.02078
110,0.6295993458708095,0.02113
111,0.6353229762878169,0.02147
112,0.6410466067048242,0.02181
113,0.6467702371218316,0.022139999999999996
114,0.6524938675388389,0.022499999999999996
115,0.6582174979558463,0.022850000000000002
116,0.6639411283728536,0.023190000000000002
117,0.669664758789861,0.023549999999999998
118,0.6753883892068683,0.0239
119,0.6811120196238757,0.02425
120,0.6868356500408831,0.024599999999999997
121,0.6925592804578904,0.024959999999999996
122,0.6982829108748978,0.025320000000000002
123,0.7040065412919051,0.025660000000000002
124,0.7097301717089125,0.026029999999999998
125,0.7154538021259198,0.02638
126,0.7211774325429272,0.026749999999999996
127,0.7269010629599345,0.027110000000000002
128,0.7326246933769419,0.02747
129,0.7383483237939493,0.027839999999999997
130,0.7440719542109566,0.02821
131,0.749795584627964,0.02858
132,0.7555192150449713,0.028950000000000004
133,0.7612428454619787,0.029320000000000002
134,0.766966475878986,0.029679999999999998
135,0.7726901062959934,0.030060000000000003
136,0.7784137367130007,0.03044
137,0.7841373671300081,0.03082
138,0.7898609975470156,0.03119
139,0.7955846279640229,0.03157
140,0.8013082583810303,0.03194
141,0.8070318887980376,0.03232
142,0.812755519215045,0.0327
143,0.8184791496320523,0.03308
144,0.8242027800490597,0.03346
145,0.829926410466067,0.03385
146,0.8356500408830744,0.034230000000000003
147,0.8413736713000818,0.03462
148,0.8470973017170891,0.03501
149,0.8528209321340965,0.0354
150,0.8585445625511038,0.03579
151,0.8642681929681112,0.036180000000000004
152,0.8699918233851185,0.036570000000000005
153,0.8757154538021259,0.03697
