,GTR_gauss,PR1,PR2,PR3,x,y
61,0.00019546129922254197,0.00219,0.00292,0.00231,0.3491414554374489,0.007615461299222543
62,0.00019743181491484714,0.00225,0.00302,0.00238,0.35486508585445625,0.007847431814914848
63,0.0001994211213111112,0.00232,0.00312,0.00246,0.3605887162714636,0.008099421121311111
64,0.0002014293861943722,0.00239,0.00322,0.00254,0.36631234668847096,0.008351429386194374
65,0.00020345677872970916,0.00246,0.00332,0.00262,0.3720359771054783,0.008603456778729712
66,0.00020550346947449303,0.00253,0.00342,0.0027,0.37775960752248566,0.008855503469474495
67,0.00020756963038870863,0.0026,0.00352,0.00278,0.383483237939493,0.00910756963038871
68,0.00020965543484533533,0.00267,0.00363,0.00286,0.38920686835650037,0.009369655434845336
69,0.00021176105764079752,0.00274,0.00373,0.00294,0.3949304987735078,0.0096217610576408
70,0.00021388667500548233,0.00281,0.00384,0.00303,0.40065412919051513,0.009893886675005481
71,0.00021603246461432464,0.00289,0.00395,0.00311,0.4063777596075225,0.010166032464614326
72,0.00021819860559745317,0.00296,0.00405,0.0032,0.41210139002452983,0.010428198605597455
73,0.00022038527855091223,0.00303,0.00417,0.00329,0.4178250204415372,0.010710385278550913
74,0.00022259266554744726,0.00311,0.00428,0.00338,0.42354865085854454,0.010992592665547448
75,0.0002248209501473566,0.00318,0.00439,0.00347,0.4292722812755519,0.01126482095014736
76,0.0002270703174094165,0.00326,0.0045,0.00356,0.43499591169255925,0.011547070317409418
77,0.0002293409539018708,0.00333,0.00462,0.00365,0.4407195421095666,0.011829340953901871
78,0.00023163304771349217,0.00341,0.00474,0.00374,0.446443172526574,0.012121633047713494
79,0.00023394678846471034,0.00348,0.00486,0.00384,0.45216680294358136,0.012413946788464712
80,0.00023628236731881343,0.00356,0.00497,0.00393,0.4578904333605887,0.012696282367318812
81,0.00023863997699321765,0.00364,0.00509,0.00403,0.46361406377759606,0.01299863997699322
82,0.00024101981177080631,0.00371,0.00522,0.00413,0.4693376941946034,0.01330101981177081
83,0.0002434220675113414,0.00379,0.00534,0.00422,0.47506132461161077,0.013593422067511343
84,0.00024584694166294546,0.00387,0.00546,0.00432,0.4807849550286181,0.013895846941662945
85,0.00024829463327365485,0.00395,0.00559,0.00442,0.4865085854456255,0.014208294633273656
86,0.00025076534300304634,0.00402,0.00571,0.00452,0.4922322158626328,0.014500765343003047
87,0.00025325927313393304,0.0041,0.00584,0.00462,0.49795584627964024,0.014813259273133936
88,0.00025577662758413596,0.00418,0.00597,0.00473,0.5036794766966476,0.015135776627584138
89,0.00025831761191832313,0.00426,0.0061,0.00483,0.5094031071136549,0.015448317611918325
90,0.0002608824333599301,0.00434,0.00623,0.00493,0.5151267375306623,0.015760882433359935
91,0.00026347130080314746,0.00442,0.00636,0.00504,0.5208503679476696,0.01608347130080315
92,0.0002660844248249838,0.0045,0.00649,0.00515,0.526573998364677,0.016406084424824986
93,0.0002687220176974018,0.00457,0.00662,0.00525,0.5322976287816844,0.0167087220176974
94,0.0002713842933995328,0.00465,0.00676,0.00536,0.5380212591986917,0.017041384293399534
95,0.00027407146762996126,0.00473,0.00689,0.00547,0.5437448896156991,0.017364071467629964
96,0.00027678375781908863,0.00481,0.00703,0.00558,0.5494685200327064,0.01769678375781909
97,0.0002795213831415697,0.00489,0.00717,0.00569,0.5551921504497138,0.01802952138314157
98,0.00028228456452882483,0.00497,0.0073,0.0058,0.5609157808667211,0.018352284564528823
99,0.0002850735246816331,0.00505,0.00744,0.00591,0.5666394112837285,0.01868507352468163
100,0.0002878884880827921,0.00513,0.00758,0.00602,0.5723630417007358,0.019017888488082797
101,0.0002907296810098695,0.00521,0.00772,0.00614,0.5780866721177432,0.019360729681009874
102,0.00029359733154801624,0.00529,0.00786,0.00625,0.5838103025347506,0.01969359733154802
103,0.00029649166960286834,0.00537,0.008,0.00637,0.5895339329517579,0.02003649166960287
104,0.00029941292691352124,0.00545,0.00815,0.00648,0.5952575633687653,0.020379412926913525
105,0.00030236133706558444,0.00552,0.00829,0.0066,0.6009811937857726,0.020712361337065582
106,0.00030533713550431435,0.0056,0.00843,0.00672,0.60670482420278,0.021055337135504316
107,0.0003083405595478254,0.00568,0.00858,0.00683,0.6124284546197873,0.021398340559547827
108,0.0003113718484003843,0.00576,0.00872,0.00695,0.6181520850367948,0.021741371848400384
109,0.00031443124316577473,0.00584,0.00887,0.00707,0.623875715453802,0.022094431243165777
110,0.0003175189868607556,0.00592,0.00902,0.00719,0.6295993458708095,0.022447518986860756
111,0.00032063532442858767,0.00599,0.00916,0.00731,0.6353229762878169,0.02278063532442859
112,0.0003237805027526465,0.00607,0.00931,0.00743,0.6410466067048242,0.023133780502752648
113,0.00032695477067011796,0.00615,0.00946,0.00755,0.6467702371218316,0.02348695477067012
114,0.00033015837898576784,0.00623,0.00961,0.00768,0.6524938675388389,0.023850158378985766
115,0.0003333915804858058,0.00631,0.00976,0.0078,0.6582174979558463,0.024203391580485806
116,0.0003366546299518148,0.00638,0.00991,0.00792,0.6639411283728536,0.024546654629951814
117,0.0003399477841747814,0.00646,0.01006,0.00805,0.669664758789861,0.024909947784174782
118,0.00034327130196919273,0.00654,0.01021,0.00817,0.6753883892068683,0.025263271301969193
119,0.0003466254441872272,0.00661,0.01037,0.00829,0.6811120196238757,0.02561662544418723
120,0.00035001047373302323,0.00669,0.01052,0.00842,0.6868356500408831,0.025980010473733023
121,0.00035342665557703683,0.00676,0.01067,0.00855,0.6925592804578904,0.02633342665557704
122,0.0003568742567704776,0.00684,0.01082,0.00867,0.6982829108748978,0.026686874256770476
123,0.0003603535464598335,0.00692,0.01098,0.0088,0.7040065412919051,0.027060353546459835
124,0.00036386479590147855,0.00699,0.01113,0.00893,0.7097301717089125,0.027413864795901476
125,0.00036740827847636865,0.00707,0.01129,0.00905,0.7154538021259198,0.027777408278476374
126,0.00037098426970481906,0.00714,0.01144,0.00918,0.7211774325429272,0.02813098426970482
127,0.0003745930472613707,0.00722,0.0116,0.00931,0.7269010629599345,0.028504593047261374
128,0.00037823489098974154,0.00729,0.01175,0.00944,0.7326246933769419,0.028858234890989744
129,0.0003819100829178684,0.00736,0.01191,0.00957,0.7383483237939493,0.029221910082917874
130,0.00038561890727302554,0.00744,0.01207,0.0097,0.7440719542109566,0.029595618907273028
131,0.00038936165049704687,0.00751,0.01222,0.00983,0.749795584627964,0.02994936165049705
132,0.0003931386012616213,0.00758,0.01238,0.00996,0.7555192150449713,0.03031313860126162
133,0.0003969500504836835,0.00766,0.01254,0.01009,0.7612428454619787,0.030686950050483688
134,0.00040079629134089106,0.00773,0.0127,0.01022,0.766966475878986,0.031050796291340898
135,0.0004046776192871939,0.0078,0.01285,0.01036,0.7726901062959934,0.0314146776192872
136,0.00040859433206848526,0.00787,0.01301,0.01049,0.7784137367130007,0.031778594332068484
137,0.0004125467297383522,0.00794,0.01317,0.01062,0.7841373671300081,0.03214254672973835
138,0.0004165351146739081,0.00801,0.01333,0.01075,0.7898609975470156,0.0325065351146739
139,0.00042055979159172,0.00809,0.01349,0.01089,0.7955846279640229,0.032890559791591716
140,0.0004246210675638214,0.00816,0.01365,0.01102,0.8013082583810303,0.03325462106756383
141,0.0004287192520338261,0.00823,0.0138,0.01115,0.8070318887980376,0.03360871925203383
142,0.00043285465683312195,0.0083,0.01396,0.01129,0.812755519215045,0.03398285465683312
143,0.0004370275961971639,0.00837,0.01412,0.01142,0.8184791496320523,0.03434702759619716
144,0.0004412383867818523,0.00844,0.01428,0.01156,0.8242027800490597,0.03472123838678185
145,0.00044548734768001564,0.0085,0.01444,0.01169,0.829926410466067,0.03507548734768001
146,0.0004497748004379729,0.00857,0.0146,0.01182,0.8356500408830744,0.03543977480043797
147,0.00045410106907219376,0.00864,0.01476,0.01196,0.8413736713000818,0.03581410106907219
148,0.00045846648008605754,0.00871,0.01492,0.01209,0.8470973017170891,0.03617846648008607
149,0.0004628713624866985,0.00878,0.01508,0.01223,0.8528209321340965,0.0365528713624867
150,0.0004673160478019499,0.00885,0.01524,0.01237,0.8585445625511038,0.036927316047801945
151,0.00047180087009737753,0.00891,0.0154,0.0125,0.8642681929681112,0.03728180087009737
152,0.00047632616599341975,0.00898,0.01556,0.01264,0.8699918233851185,0.03765632616599342
153,0.00048089227468260594,0.00905,0.01572,0.01277,0.8757154538021259,0.03802089227468262
154,0.0004854995379468852,0.00911,0.01588,0.01291,0.8814390842191332,0.03838549953794687
155,0.0004901483001750459,0.00918,0.01604,0.01304,0.8871627146361406,0.03875014830017505
156,0.0004948389083802262,0.00925,0.0162,0.01318,0.892886345053148,0.039124838908380234
157,0.0004995717122175296,0.00931,0.01636,0.01332,0.8986099754701553,0.03948957171221753
158,0.0005043470640017348,0.00938,0.01652,0.01345,0.9043336058871627,0.03985434706400173
159,0.0005091653187250996,0.00944,0.01668,0.01359,0.91005723630417,0.0402191653187251
160,0.0005140268340752712,0.00951,0.01684,0.01373,0.9157808667211774,0.04059402683407526
161,0.0005189319704532752,0.00957,0.017,0.01386,0.9215044971381847,0.04094893197045328
162,0.0005238810909916346,0.00964,0.01716,0.014,0.9272281275551921,0.041323881090991645
163,0.0005288745615725551,0.0097,0.01732,0.01414,0.9329517579721994,0.04168887456157257
164,0.0005339127508462322,0.00977,0.01748,0.01427,0.9386753883892068,0.042053912750846224
165,0.000538996030249246,0.00983,0.01763,0.01441,0.9443990188062142,0.04240899603024924
166,0.0005441247740230604,0.0099,0.01779,0.01454,0.9501226492232215,0.042774124774023065
167,0.0005492993592326209,0.00996,0.01795,0.01468,0.955846279640229,0.04313929935923263
168,0.0005545201657850575,0.01002,0.01811,0.01482,0.9615699100572362,0.04350452016578506
169,0.0005597875764484779,0.01009,0.01827,0.01495,0.9672935404742437,0.04386978757644849
170,0.0005651019768708764,0.01015,0.01843,0.01509,0.973017170891251,0.044235101976870875
171,0.0005704637555991299,0.01021,0.01858,0.01523,0.9787408013082584,0.044590463755599136
172,0.0005758733040981077,0.01028,0.01874,0.01536,0.9844644317252657,0.044955873304098094
173,0.0005813310167698792,0.01034,0.0189,0.0155,0.9901880621422731,0.04532133101676989
174,0.0005868372909730181,0.0104,0.01906,0.01564,0.9959116925592805,0.045686837290973024
175,0.0005923925270420222,0.01047,0.01921,0.01577,1.0016353229762878,0.046042392527042036
176,0.000597997128306825,0.01053,0.01937,0.01591,1.0073589533932952,0.046407997128306816
177,0.0006036515011124166,0.01059,0.01953,0.01604,1.0130825838103026,0.04676365150111241
178,0.0006093560548385716,0.01065,0.01968,0.01618,1.0188062142273098,0.047119356054838565
179,0.0006151112019196711,0.01072,0.01984,0.01631,1.0245298446443172,0.047485111201919665
180,0.0006209173578646377,0.01078,0.02,0.01645,1.0302534750613246,0.04785091735786464
181,0.0006267749412769828,0.01084,0.02015,0.01659,1.035977105478332,0.04820677494127699
182,0.0006326843738749318,0.0109,0.02031,0.01672,1.0417007358953392,0.04856268437387493
183,0.0006386460805116917,0.01096,0.02046,0.01686,1.0474243663123466,0.04891864608051169
184,0.000644660489195796,0.01103,0.02062,0.01699,1.053147996729354,0.049284660489195796
185,0.0006507280311115718,0.01109,0.02077,0.01713,1.0588716271463614,0.04964072803111158
186,0.0006568491406397053,0.01115,0.02092,0.01726,1.0645952575633688,0.0499868491406397
187,0.0006630242553779192,0.01121,0.02108,0.01739,1.070318887980376,0.05034302425537792
188,0.0006692538161617538,0.01127,0.02123,0.01753,1.0760425183973834,0.050699253816161756
189,0.0006755382670854638,0.01134,0.02139,0.01766,1.0817661488143908,0.05106553826708545
190,0.0006818780555230108,0.0114,0.02154,0.0178,1.0874897792313982,0.05142187805552301
191,0.0006882736321491677,0.01146,0.02169,0.01793,1.0932134096484054,0.05176827363214917
192,0.0006947254509607567,0.01152,0.02184,0.01806,1.0989370400654128,0.052114725450960755
193,0.0007012339692979404,0.01158,0.022,0.0182,1.1046606704824202,0.05248123396929795
194,0.0007077996478656895,0.01165,0.02215,0.01833,1.1103843008994276,0.05283779964786569
195,0.0007144229507553058,0.01171,0.0223,0.01846,1.116107931316435,0.05318442295075531
196,0.0007211043454660895,0.01177,0.02245,0.0186,1.1218315617334422,0.05354110434546609
197,0.000727844302927095,0.01183,0.0226,0.01873,1.1275551921504496,0.0538878443029271
198,0.0007346432975190135,0.01189,0.02275,0.01886,1.133278822567457,0.05423464329751901
199,0.0007415018070961616,0.01196,0.0229,0.01899,1.1390024529844645,0.05459150180709616
200,0.0007484203130085716,0.01202,0.02305,0.01912,1.1447260834014716,0.05493842031300858
201,0.0007553993001242094,0.01208,0.0232,0.01925,1.150449713818479,0.0552853993001242
202,0.0007624392568512898,0.01214,0.02335,0.01939,1.1561733442354865,0.055642439256851285
203,0.0007695406751607198,0.01221,0.0235,0.01952,1.1618969746524939,0.05599954067516072
204,0.000776704050608642,0.01227,0.02364,0.01965,1.1676206050695013,0.05633670405060865
205,0.0007839298823590893,0.01233,0.02379,0.01978,1.1733442354865085,0.056683929882359096
206,0.0007912186732067683,0.0124,0.02394,0.01991,1.1790678659035159,0.057041218673206766
207,0.0007985709295999389,0.01246,0.02409,0.02004,1.1847914963205233,0.05738857092959994
208,0.0008059871616634223,0.01252,0.02423,0.02017,1.1905151267375307,0.057725987161663425
209,0.0008134678832217105,0.01259,0.02438,0.0203,1.1962387571545379,0.05808346788322172
210,0.0008210136118221966,0.01265,0.02453,0.02042,1.2019623875715453,0.058421013611822205
211,0.0008286248687585271,0.01271,0.02467,0.02055,1.2076860179885527,0.05875862486875854
212,0.0008363021790940558,0.01278,0.02482,0.02068,1.21340964840556,0.05911630217909406
213,0.0008440460716854151,0.01284,0.02496,0.02081,1.2191332788225675,0.05945404607168541
214,0.0008518570792062169,0.01291,0.02511,0.02094,1.2248569092395747,0.05981185707920622
215,0.0008597357381708607,0.01297,0.02525,0.02106,1.230580539656582,0.06013973573817086
216,0.0008676825889584479,0.01304,0.0254,0.02119,1.2363041700735895,0.060497682588958455
217,0.0008756981758368278,0.0131,0.02554,0.02132,1.242027800490597,0.060835698175836825
218,0.0008837830469867584,0.01317,0.02568,0.02144,1.247751430907604,0.06117378304698677
219,0.0008919377545261772,0.01323,0.02583,0.02157,1.2534750613246115,0.06152193775452619
220,0.0009001628545345951,0.0133,0.02597,0.0217,1.259198691741619,0.061870162854534595
221,0.0009084589070776095,0.01337,0.02611,0.02182,1.2649223221586263,0.062208458907077616
222,0.0009168264762315213,0.01343,0.02625,0.02195,1.2706459525756337,0.06254682647623153
223,0.0009252661301081022,0.0135,0.0264,0.02207,1.276369582992641,0.06289526613010811
224,0.0009337784408794442,0.01357,0.02654,0.0222,1.2820932134096483,0.06324377844087944
225,0.0009423639848029517,0.01363,0.02668,0.02232,1.2878168438266557,0.06357236398480293
226,0.0009510233422464436,0.0137,0.02682,0.02244,1.2935404742436631,0.06391102334224645
227,0.0009597570977133772,0.01377,0.02696,0.02257,1.2992641046606703,0.06425975709771337
228,0.0009685658398681933,0.01384,0.0271,0.02269,1.3049877350776777,0.06459856583986819
229,0.0009774501615617806,0.0139,0.02724,0.02281,1.3107113654946851,0.06492745016156176
230,0.0009864106598570582,0.01397,0.02738,0.02294,1.3164349959116926,0.06527641065985706
231,0.0009954479360546808,0.01404,0.02752,0.02306,1.3221586263287,0.06561544793605467
232,0.0010045625957188712,0.01411,0.02766,0.02318,1.3278822567457071,0.06595456259571889
233,0.0010137552487033512,0.01418,0.0278,0.0233,1.3336058871627146,0.06629375524870336
234,0.0010230265091774307,0.01425,0.02794,0.02342,1.339329517579722,0.06663302650917743
235,0.0010323769956521887,0.01432,0.02807,0.02354,1.3450531479967294,0.06696237699565218
236,0.0010418073310067854,0.01439,0.02821,0.02367,1.3507767784137366,0.06731180733100678
237,0.001051318142514899,0.01447,0.02835,0.02379,1.356500408830744,0.0676613181425149
238,0.001060910061871283,0.01454,0.02849,0.02391,1.3622240392477514,0.06800091006187128
239,0.001070583725218448,0.01461,0.02862,0.02402,1.3679476696647588,0.06832058372521846
240,0.0010803397731734658,0.01468,0.02876,0.02414,1.3736713000817662,0.06866033977317347
241,0.0010901788508548926,0.01476,0.0289,0.02426,1.3793949304987734,0.06901017885085489
242,0.0011001016079098247,0.01483,0.02903,0.02438,1.3851185609157808,0.06934010160790981
243,0.0011101086985410712,0.0149,0.02917,0.0245,1.3908421913327882,0.06968010869854106
244,0.001120200781534446,0.01498,0.0293,0.02462,1.3965658217497956,0.07002020078153444
245,0.0011303785202862028,0.01505,0.02944,0.02473,1.4022894521668028,0.07035037852028621
246,0.0011406425828305762,0.01513,0.02957,0.02485,1.4080130825838102,0.07069064258283057
247,0.0011509936418674534,0.0152,0.02971,0.02497,1.4137367130008176,0.07103099364186743
248,0.001161432374790172,0.01528,0.02984,0.02509,1.419460343417825,0.07137143237479017
249,0.0011719594637134428,0.01535,0.02998,0.0252,1.4251839738348324,0.07170195946371345
250,0.0011825755955014,0.01543,0.03011,0.02532,1.4309076042518396,0.0720425755955014
251,0.0011932814617957707,0.01551,0.03025,0.02543,1.436631234668847,0.07238328146179579
252,0.0012040777590441854,0.01559,0.03038,0.02555,1.4423548650858544,0.07272407775904419
253,0.001214965188528584,0.01567,0.03052,0.02566,1.4480784955028618,0.07306496518852859
254,0.0012259444563937855,0.01574,0.03065,0.02578,1.453802125919869,0.07339594445639379
255,0.0012370162736761673,0.01582,0.03078,0.02589,1.4595257563368764,0.07372701627367619
256,0.0012481813563324604,0.0159,0.03092,0.02601,1.4652493867538838,0.07407818135633247
257,0.0012594404252686876,0.01598,0.03105,0.02612,1.4709730171708912,0.07440944042526869
258,0.0012707942063692268,0.01607,0.03118,0.02623,1.4766966475878986,0.07475079420636925
259,0.0012822434305259924,0.01615,0.03131,0.02635,1.4824202780049058,0.07509224343052599
260,0.0012937888336677567,0.01623,0.03145,0.02646,1.4881439084219132,0.07543378883366775
261,0.0013054311567895893,0.01631,0.03158,0.02657,1.4938675388389206,0.07576543115678959
262,0.0013171711459824275,0.0164,0.03171,0.02668,1.499591169255928,0.07610717114598244
263,0.0013290095524627827,0.01648,0.03184,0.0268,1.5053147996729352,0.07644900955246278
264,0.0013409471326025545,0.01656,0.03198,0.02691,1.5110384300899427,0.07679094713260257
265,0.0013529846479590024,0.01665,0.03211,0.02702,1.51676206050695,0.07713298464795901
266,0.0013651228653048255,0.01673,0.03224,0.02713,1.5224856909239575,0.07746512286530483
267,0.0013773625566583683,0.01682,0.03237,0.02724,1.5282093213409649,0.07780736255665836
268,0.0013897044993139828,0.01691,0.0325,0.02735,1.533932951757972,0.078149704499314
269,0.0014021494758724804,0.01699,0.03263,0.02746,1.5396565821749795,0.07848214947587248
270,0.001414698274271748,0.01708,0.03277,0.02757,1.5453802125919869,0.07883469827427177
271,0.001427351687817477,0.01717,0.0329,0.02768,1.5511038430089943,0.07917735168781748
272,0.0014401105152140213,0.01726,0.03303,0.02779,1.5568274734260015,0.07952011051521403
273,0.0014529755605953959,0.01735,0.03316,0.0279,1.5625511038430089,0.0798629755605954
274,0.0014659476335563935,0.01744,0.03329,0.02801,1.5682747342600163,0.08020594763355642
275,0.0014790275491838292,0.01753,0.03342,0.02812,1.5739983646770237,0.08054902754918383
276,0.0014922161280879456,0.01762,0.03355,0.02822,1.579721995094031,0.08088221612808796
277,0.0015055141964339038,0.01772,0.03368,0.02833,1.5854456255110383,0.08123551419643392
278,0.001518922585973438,0.01781,0.03381,0.02844,1.5911692559280457,0.08157892258597343
279,0.001532442134076629,0.0179,0.03395,0.02855,1.596892886345053,0.08193244213407663
280,0.0015460736837638123,0.018,0.03408,0.02866,1.6026165167620605,0.08228607368376382
281,0.001559818083737608,0.01809,0.03421,0.02876,1.6083401471790677,0.0826198180837376
282,0.0015736761884150923,0.01819,0.03434,0.02887,1.614063777596075,0.0829736761884151
283,0.0015876488579601076,0.01829,0.03447,0.02898,1.6197874080130825,0.08332764885796011
284,0.0016017369583156667,0.01838,0.0346,0.02908,1.62551103843009,0.08366173695831566
285,0.0016159413612365496,0.01848,0.03473,0.02919,1.6312346688470973,0.08401594136123655
286,0.0016302629443219758,0.01858,0.03486,0.02929,1.6369582992641045,0.08436026294432197
287,0.001644702591048434,0.01868,0.03499,0.0294,1.642681929681112,0.08471470259104844
288,0.0016592611908026495,0.01878,0.03513,0.02951,1.6484055600981193,0.08507926119080264
289,0.0016739396389146614,0.01888,0.03526,0.02961,1.6541291905151267,0.08542393963891468
290,0.0016887388366910567,0.01899,0.03539,0.02972,1.659852820932134,0.08578873883669105
291,0.001703659691448315,0.01909,0.03552,0.02982,1.6655764513491413,0.08613365969144832
292,0.001718703116546303,0.01919,0.03565,0.02993,1.6713000817661487,0.0864887031165463
293,0.0017338700314218924,0.0193,0.03578,0.03003,1.6770237121831562,0.0868438700314219
294,0.0017491613616227148,0.0194,0.03592,0.03013,1.6827473426001636,0.08719916136162272
295,0.001764578038841024,0.01951,0.03605,0.03024,1.6884709730171708,0.08756457803884103
296,0.0017801210009477562,0.01961,0.03618,0.03034,1.6941946034341782,0.08791012100094772
297,0.0017957911920266358,0.01972,0.03631,0.03045,1.6999182338511856,0.08827579119202664
298,0.0018115895624084867,0.01983,0.03644,0.03055,1.705641864268193,0.08863158956240849
299,0.0018275170687056352,0.01994,0.03658,0.03065,1.7113654946852002,0.08899751706870562
300,0.001843574673846458,0.02005,0.03671,0.03076,1.7170891251022076,0.08936357467384645
301,0.001859763347110071,0.02016,0.03684,0.03086,1.722812755519215,0.08971976334711007
302,0.0018760840641611316,0.02027,0.03697,0.03096,1.7285363859362224,0.09007608406416112
303,0.0018925378070847989,0.02039,0.03711,0.03106,1.7342600163532298,0.0904525378070848
304,0.0019091255644217919,0.0205,0.03724,0.03117,1.739983646770237,0.0908191255644218
305,0.0019258483312036478,0.02062,0.03737,0.03127,1.7457072771872444,0.09118584833120365
306,0.0019427071089880008,0.02073,0.03751,0.03137,1.7514309076042518,0.09155270710898798
307,0.001959702905894122,0.02085,0.03764,0.03147,1.7571545380212592,0.0919197029058941
308,0.0019768367366385007,0.02097,0.03777,0.03158,1.7628781684382664,0.0922968367366385
309,0.0019941096225705927,0.02108,0.03791,0.03168,1.7686017988552738,0.09266410962257059
310,0.002011522591708713,0.0212,0.03804,0.03178,1.7743254292722812,0.0930315225917087
